SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
F,09-08-2006,,,MACEDONIA DEL NORD
F,09-08-2006,,,MACEDONIA DEL NORD
F,21-08-2006,CAORLE,VE,ITALIA
M,21-08-2006,CAORLE,VE,ITALIA
M,21-08-2006,CAORLE,VE,ITALIA
F,21-08-2006,CAORLE,VE,ITALIA
F,23-08-2006,CAORLE,VE,ITALIA
M,23-08-2006,CAORLE,VE,ITALIA
M,23-08-2006,CAORLE,VE,ITALIA
F,23-08-2006,CAORLE,VE,ITALIA
F,01-09-2006,,,MAROCCO
F,04-09-2006,ODERZO,TV,ITALIA
M,05-09-2006,,,MACEDONIA DEL NORD
M,09-09-2006,VENEZIA,VE,ITALIA
M,12-09-2006,ANNONE VENETO,VE,ITALIA
M,12-09-2006,ANNONE VENETO,VE,ITALIA
F,13-09-2006,,,ALBANIA
F,18-09-2006,CAORLE,VE,ITALIA
M,18-09-2006,CAORLE,VE,ITALIA
M,18-09-2006,CAORLE,VE,ITALIA
F,19-09-2006,CAORLE,VE,ITALIA
F,19-09-2006,CAORLE,VE,ITALIA
M,19-09-2006,CAORLE,VE,ITALIA
F,19-09-2006,CAORLE,VE,ITALIA
F,21-09-2006,,,FEDERAZIONE RUSSA
F,07-10-2006,CONCORDIA SAGITTARIA,VE,ITALIA
M,07-10-2006,,,MACEDONIA DEL NORD
M,07-10-2006,CONCORDIA SAGITTARIA,VE,ITALIA
F,09-10-2006,SAN DONÀ DI PIAVE,VE,ITALIA
F,13-10-2006,CEGGIA,VE,ITALIA
F,19-10-2006,,,ROMANIA
M,27-10-2006,CAORLE,VE,ITALIA
F,27-10-2006,CAORLE,VE,ITALIA
M,31-10-2006,ODERZO,TV,ITALIA
F,31-10-2006,ODERZO,TV,ITALIA
M,02-11-2006,,,MACEDONIA DEL NORD
M,02-11-2006,VENEZIA,VE,ITALIA
F,02-11-2006,,,MACEDONIA DEL NORD
F,03-11-2006,MOTTA DI LIVENZA,TV,ITALIA
M,04-11-2006,,,ROMANIA
F,06-11-2006,SPERONE,AV,ITALIA
F,14-11-2006,CAORLE,VE,ITALIA
F,14-11-2006,,,ROMANIA
M,14-11-2006,CAORLE,VE,ITALIA
F,17-11-2006,,,ROMANIA
M,18-11-2006,BOLZANO .BOZEN.,BZ,ITALIA
F,25-11-2006,,,ALBANIA
F,09-12-2006,TORRE DI MOSTO,VE,ITALIA
F,11-12-2006,ROMA,RM,ITALIA
F,11-12-2006,ROMA,RM,ITALIA
F,11-12-2006,ROMA,RM,ITALIA
M,12-12-2006,SAN DONÀ DI PIAVE,VE,ITALIA
F,12-12-2006,SAN DONÀ DI PIAVE,VE,ITALIA
F,12-12-2006,SAN DONÀ DI PIAVE,VE,ITALIA
F,12-12-2006,SAN DONÀ DI PIAVE,VE,ITALIA
F,18-12-2006,CAORLE,VE,ITALIA
F,18-12-2006,CAORLE,VE,ITALIA
M,18-12-2006,CAORLE,VE,ITALIA
M,18-12-2006,CAORLE,VE,ITALIA
F,23-12-2006,PALAZZOLO DELLO STELLA,UD,ITALIA
F,28-12-2006,,,MOLDOVA
M,29-12-2006,MILANO,MI,ITALIA
M,29-12-2006,MILANO,MI,ITALIA
F,29-12-2006,MILANO,MI,ITALIA
F,29-12-2006,PORTOGRUARO,VE,ITALIA
F,29-12-2006,PORTOGRUARO,VE,ITALIA
M,29-12-2006,PORTOGRUARO,VE,ITALIA
M,29-12-2006,PORTOGRUARO,VE,ITALIA
F,08-01-2007,CAORLE,VE,ITALIA
M,08-01-2007,CAORLE,VE,ITALIA
F,09-01-2007,MOTTA DI LIVENZA,TV,ITALIA
M,09-01-2007,MOTTA DI LIVENZA,TV,ITALIA
F,11-01-2007,TORRE DI MOSTO,VE,ITALIA
F,11-01-2007,TORRE DI MOSTO,VE,ITALIA
F,11-01-2007,SAN DONÀ DI PIAVE,VE,ITALIA
F,15-01-2007,TORRE DI MOSTO,VE,ITALIA
M,15-01-2007,TORRE DI MOSTO,VE,ITALIA
M,16-01-2007,JESOLO,VE,ITALIA
M,20-01-2007,PORTOGRUARO,VE,ITALIA
F,20-01-2007,PORTOGRUARO,VE,ITALIA
F,20-01-2007,PORTOGRUARO,VE,ITALIA
F,20-01-2007,PORTOGRUARO,VE,ITALIA
F,22-01-2007,FIESSO D'ARTICO,VE,ITALIA
F,22-01-2007,FIESSO D'ARTICO,VE,ITALIA
M,22-01-2007,FIESSO D'ARTICO,VE,ITALIA
M,24-01-2007,VENEZIA,VE,ITALIA
F,24-01-2007,VENEZIA,VE,ITALIA
F,26-01-2007,TORRE DI MOSTO,VE,ITALIA
F,26-01-2007,TORRE DI MOSTO,VE,ITALIA
F,27-01-2007,SAN DONÀ DI PIAVE,VE,ITALIA
M,30-01-2007,CESSALTO,TV,ITALIA
F,30-01-2007,MOTTA DI LIVENZA,TV,ITALIA
F,01-02-2007,CINTO CAOMAGGIORE,VE,ITALIA
F,02-02-2007,ODERZO,TV,ITALIA
F,03-02-2007,CAORLE,VE,ITALIA
M,03-02-2007,CAORLE,VE,ITALIA
F,03-02-2007,CAORLE,VE,ITALIA
M,03-02-2007,CAORLE,VE,ITALIA
F,05-02-2007,PREMILCUORE,FO,ITALIA
F,05-02-2007,PREMILCUORE,FO,ITALIA
M,05-02-2007,PREMILCUORE,FO,ITALIA
F,05-02-2007,PREMILCUORE,FO,ITALIA
F,05-02-2007,PREMILCUORE,FO,ITALIA
F,09-02-2007,TORRE DI MOSTO,VE,ITALIA
M,10-02-2007,,,ROMANIA
M,12-02-2007,CAORLE,VE,ITALIA
F,12-02-2007,CAORLE,VE,ITALIA
M,12-02-2007,CAORLE,VE,ITALIA
F,13-02-2007,TORRE DI MOSTO,VE,ITALIA
M,17-02-2007,MOTTA DI LIVENZA,TV,ITALIA
M,20-02-2007,,,SERBIA
F,22-02-2007,,,BOSNIA-ERZEGOVINA
F,27-02-2007,,,MOLDOVA
M,03-03-2007,,,MACEDONIA DEL NORD
F,05-03-2007,CAORLE,VE,ITALIA
M,05-03-2007,CAORLE,VE,ITALIA
F,05-03-2007,CAORLE,VE,ITALIA
F,06-03-2007,,,ALBANIA
M,06-03-2007,PIETRA LIGURE,SV,ITALIA
F,07-03-2007,PORTOGRUARO,VE,ITALIA
M,07-03-2007,PORTOGRUARO,VE,ITALIA
F,07-03-2007,PORTOGRUARO,VE,ITALIA
M,07-03-2007,PORTOGRUARO,VE,ITALIA
F,08-03-2007,CAORLE,VE,ITALIA
F,10-03-2007,PRAMAGGIORE,VE,ITALIA
M,15-03-2007,CAORLE,VE,ITALIA
F,15-03-2007,CAORLE,VE,ITALIA
F,24-03-2007,LIGNANO SABBIADORO,UD,ITALIA
M,24-03-2007,LIGNANO SABBIADORO,UD,ITALIA
M,24-03-2007,LIGNANO SABBIADORO,UD,ITALIA
F,24-03-2007,FOSSALTA DI PORTOGRUARO,VE,ITALIA
M,02-04-2007,JESOLO,VE,ITALIA
M,02-04-2007,DREZZO,CO,ITALIA
F,02-04-2007,JESOLO,VE,ITALIA
F,03-04-2007,CAORLE,VE,ITALIA
M,04-04-2007,CHIOGGIA,VE,ITALIA
F,04-04-2007,CONCORDIA SAGITTARIA,VE,ITALIA
M,11-04-2007,SUSEGANA,TV,ITALIA
M,11-04-2007,,,ROMANIA
M,13-04-2007,,,MACEDONIA DEL NORD
F,18-04-2007,CAORLE,VE,ITALIA
F,20-04-2007,NUORO,NU,ITALIA
M,20-04-2007,NUORO,NU,ITALIA
M,20-04-2007,NUORO,NU,ITALIA
M,20-04-2007,NUORO,NU,ITALIA
F,20-04-2007,NUORO,NU,ITALIA
F,27-04-2007,PORTOGRUARO,VE,ITALIA
M,05-05-2007,CAORLE,VE,ITALIA
F,08-05-2007,,,ROMANIA
M,17-05-2007,CAORLE,VE,ITALIA
F,17-05-2007,ERACLEA,VE,ITALIA
F,17-05-2007,CAORLE,VE,ITALIA
M,17-05-2007,ERACLEA,VE,ITALIA
F,18-05-2007,MOTTA DI LIVENZA,TV,ITALIA
F,19-05-2007,VINOVO,TO,ITALIA
M,19-05-2007,PORDENONE,PN,ITALIA
M,19-05-2007,VINOVO,TO,ITALIA
F,19-05-2007,,,MACEDONIA DEL NORD
F,22-05-2007,CAORLE,VE,ITALIA
M,22-05-2007,CAORLE,VE,ITALIA
M,23-05-2007,MOTTA DI LIVENZA,TV,ITALIA
F,26-05-2007,SAN BIAGIO DI CALLALTA,TV,ITALIA
M,28-05-2007,TORRE DI MOSTO,VE,ITALIA
M,28-05-2007,,,MACEDONIA DEL NORD
F,28-05-2007,,,MACEDONIA DEL NORD
M,05-06-2007,PRAMAGGIORE,VE,ITALIA
F,14-06-2007,CAORLE,VE,ITALIA
M,14-06-2007,CAORLE,VE,ITALIA
M,14-06-2007,CAORLE,VE,ITALIA
F,18-06-2007,CAORLE,VE,ITALIA
M,19-06-2007,CAORLE,VE,ITALIA
F,20-06-2007,MOTTA DI LIVENZA,TV,ITALIA
M,23-06-2007,ERACLEA,VE,ITALIA
F,23-06-2007,CAORLE,VE,ITALIA
M,26-06-2007,SELVAZZANO DENTRO,PD,ITALIA
F,26-06-2007,SELVAZZANO DENTRO,PD,ITALIA
F,29-06-2007,CHIARANO,TV,ITALIA
M,29-06-2007,CHIARANO,TV,ITALIA
F,29-06-2007,CHIARANO,TV,ITALIA
F,30-06-2007,,,ROMANIA
M,03-07-2007,LATISANA,UD,ITALIA
M,03-07-2007,LATISANA,UD,ITALIA
F,03-07-2007,LATISANA,UD,ITALIA
F,05-07-2007,CAORLE,VE,ITALIA
F,21-07-2007,RONCHIS,UD,ITALIA
M,25-07-2007,CENTOLA,SA,ITALIA
M,25-07-2007,CENTOLA,SA,ITALIA
M,25-07-2007,CENTOLA,SA,ITALIA
F,25-07-2007,CENTOLA,SA,ITALIA
M,25-07-2007,ZOPPOLA,PN,ITALIA
F,30-07-2007,PORTOGRUARO,VE,ITALIA
M,04-08-2007,PORTOGRUARO,VE,ITALIA
F,13-08-2007,CAORLE,VE,ITALIA
M,13-08-2007,CAORLE,VE,ITALIA
F,13-08-2007,CAORLE,VE,ITALIA
M,16-08-2007,CAORLE,VE,ITALIA
F,16-08-2007,CAORLE,VE,ITALIA
F,16-08-2007,CAORLE,VE,ITALIA
M,16-08-2007,CAORLE,VE,ITALIA
M,16-08-2007,CAORLE,VE,ITALIA
M,16-08-2007,CAORLE,VE,ITALIA
M,20-08-2007,ERACLEA,VE,ITALIA
F,20-08-2007,ERACLEA,VE,ITALIA
M,20-08-2007,PIANIGA,VE,ITALIA
F,24-08-2007,,,ALBANIA
F,24-08-2007,,,ALBANIA
F,24-08-2007,,,ALBANIA
F,24-08-2007,SAN DONÀ DI PIAVE,VE,ITALIA
F,25-08-2007,,,ALBANIA
M,25-08-2007,,,ALBANIA
M,27-08-2007,GRUARO,VE,ITALIA
F,27-08-2007,SALGAREDA,TV,ITALIA
M,27-08-2007,SALGAREDA,TV,ITALIA
F,27-08-2007,MILANO,MI,ITALIA
F,29-08-2007,,,UCRAINA
M,31-08-2007,TREVISO,TV,ITALIA
M,06-09-2007,CAORLE,VE,ITALIA
M,06-09-2007,CAORLE,VE,ITALIA
M,08-09-2007,CEGGIA,VE,ITALIA
F,11-09-2007,BELLUNO,BL,ITALIA
F,12-09-2007,CORNO DI ROSAZZO,UD,ITALIA
M,12-09-2007,CONCORDIA SAGITTARIA,VE,ITALIA
M,15-09-2007,CAORLE,VE,ITALIA
M,19-09-2007,CAORLE,VE,ITALIA
F,19-09-2007,CAORLE,VE,ITALIA
F,19-09-2007,ERACLEA,VE,ITALIA
M,19-09-2007,ERACLEA,VE,ITALIA
F,19-09-2007,CAORLE,VE,ITALIA
F,21-09-2007,POVEGLIANO,TV,ITALIA
F,27-09-2007,CAORLE,VE,ITALIA
M,27-09-2007,CAORLE,VE,ITALIA
M,29-09-2007,MUSILE DI PIAVE,VE,ITALIA
F,02-10-2007,,,ROMANIA
F,02-10-2007,NOVENTA DI PIAVE,VE,ITALIA
F,05-10-2007,TORRE DI MOSTO,VE,ITALIA
M,08-10-2007,PORTOGRUARO,VE,ITALIA
M,08-10-2007,NOVENTA DI PIAVE,VE,ITALIA
F,08-10-2007,NOVENTA DI PIAVE,VE,ITALIA
F,08-10-2007,NOVENTA DI PIAVE,VE,ITALIA
F,11-10-2007,,,ROMANIA
F,11-10-2007,,,ROMANIA
M,12-10-2007,,,MACEDONIA DEL NORD
F,12-10-2007,,,MACEDONIA DEL NORD
F,13-10-2007,VENEZIA,VE,ITALIA
M,15-10-2007,CAORLE,VE,ITALIA
F,17-10-2007,,,ALBANIA
F,24-10-2007,SAN DONÀ DI PIAVE,VE,ITALIA
M,24-10-2007,SAN DONÀ DI PIAVE,VE,ITALIA
M,24-10-2007,,,ALBANIA
F,24-10-2007,SAN DONÀ DI PIAVE,VE,ITALIA
M,29-10-2007,ROMA,RM,ITALIA
F,29-10-2007,ROMA,RM,ITALIA
M,29-10-2007,ROMA,RM,ITALIA
M,30-10-2007,,,CANADA
F,31-10-2007,PORTOGRUARO,VE,ITALIA
F,03-11-2007,SAN DONÀ DI PIAVE,VE,ITALIA
F,03-11-2007,,,MOLDOVA
M,05-11-2007,,,ANAGRAFICAMENTE
M,07-11-2007,PRAMAGGIORE,VE,ITALIA
F,13-11-2007,CAORLE,VE,ITALIA
F,13-11-2007,MEDUNA DI LIVENZA,TV,ITALIA
F,16-11-2007,SAN DONÀ DI PIAVE,VE,ITALIA
M,03-12-2007,CESSALTO,TV,ITALIA
F,03-12-2007,CAORLE,VE,ITALIA
M,05-12-2007,MUSILE DI PIAVE,VE,ITALIA
F,06-12-2007,,,FEDERAZIONE RUSSA
F,11-12-2007,PONTERANICA,BG,ITALIA
F,14-12-2007,,,MOLDOVA
M,14-12-2007,MEDUNA DI LIVENZA,TV,ITALIA
F,17-12-2007,CAORLE,VE,ITALIA
M,18-12-2007,PALERMO,PA,ITALIA
F,20-12-2007,ANNONE VENETO,VE,ITALIA
M,20-12-2007,ANNONE VENETO,VE,ITALIA
F,20-12-2007,,,MALI
M,22-12-2007,CONCORDIA SAGITTARIA,VE,ITALIA
F,27-12-2007,CEGGIA,VE,ITALIA
F,27-12-2007,CEGGIA,VE,ITALIA
F,28-12-2007,PADOVA,PD,ITALIA
F,02-01-2008,,,CANADA
F,04-01-2008,MOTTA DI LIVENZA,TV,ITALIA
M,09-01-2008,MILANO,MI,ITALIA
F,09-01-2008,MILANO,MI,ITALIA
F,15-01-2008,,,UCRAINA
F,18-01-2008,,,SERBIA
F,18-01-2008,,,SERBIA
M,18-01-2008,,,SERBIA
M,18-01-2008,,,ROMANIA
F,22-01-2008,PRAMAGGIORE,VE,ITALIA
F,23-01-2008,TORRE DI MOSTO,VE,ITALIA
M,23-01-2008,TORRE DI MOSTO,VE,ITALIA
F,26-01-2008,CESSALTO,TV,ITALIA
F,26-01-2008,CESSALTO,TV,ITALIA
F,26-01-2008,CESSALTO,TV,ITALIA
M,26-01-2008,CAORLE,VE,ITALIA
F,28-01-2008,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,31-01-2008,CONCORDIA SAGITTARIA,VE,ITALIA
F,01-02-2008,PONTE DI PIAVE,TV,ITALIA
M,04-02-2008,,,CILE
F,05-02-2008,MEDUNA DI LIVENZA,TV,ITALIA
M,05-02-2008,MEDUNA DI LIVENZA,TV,ITALIA
F,07-02-2008,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,09-02-2008,,,MACEDONIA DEL NORD
F,09-02-2008,,,MACEDONIA DEL NORD
F,09-02-2008,,,MACEDONIA DEL NORD
M,14-02-2008,,,NIGERIA
F,15-02-2008,,,MAROCCO
F,16-02-2008,CEGGIA,VE,ITALIA
M,19-02-2008,LATISANA,UD,ITALIA
F,23-02-2008,AZZANO DECIMO,PN,ITALIA
M,26-02-2008,MONTEREALE VALCELLINA,PN,ITALIA
F,03-03-2008,CAORLE,VE,ITALIA
M,03-03-2008,CAORLE,VE,ITALIA
M,07-03-2008,,,-
M,08-03-2008,CAORLE,VE,ITALIA
F,08-03-2008,CAORLE,VE,ITALIA
M,08-03-2008,CAORLE,VE,ITALIA
F,08-03-2008,CAORLE,VE,ITALIA
M,12-03-2008,,,SERBIA
M,12-03-2008,,,SERBIA
F,12-03-2008,,,SERBIA
M,12-03-2008,,,SERBIA
M,26-03-2008,TRIESTE,TS,ITALIA
M,26-03-2008,TRIESTE,TS,ITALIA
F,26-03-2008,TRIESTE,TS,ITALIA
M,28-03-2008,PADOVA,PD,ITALIA
F,31-03-2008,,,ROMANIA
M,01-04-2008,CAORLE,VE,ITALIA
M,02-04-2008,PADERNO DUGNANO,MI,ITALIA
F,02-04-2008,PADERNO DUGNANO,MI,ITALIA
F,03-04-2008,CAORLE,VE,ITALIA
F,05-04-2008,SALGAREDA,TV,ITALIA
M,05-04-2008,SALGAREDA,TV,ITALIA
M,05-04-2008,SALGAREDA,TV,ITALIA
M,05-04-2008,SALGAREDA,TV,ITALIA
M,05-04-2008,CAORLE,VE,ITALIA
M,08-04-2008,,,MOLDOVA
M,08-04-2008,,,MOLDOVA
M,10-04-2008,TORRE DI MOSTO,VE,ITALIA
F,10-04-2008,CAORLE,VE,ITALIA
M,10-04-2008,,,ROMANIA
M,12-04-2008,VENEZIA,VE,ITALIA
M,18-04-2008,TRIESTE,TS,ITALIA
M,30-04-2008,,,MACEDONIA DEL NORD
M,30-04-2008,PRAMAGGIORE,VE,ITALIA
M,08-05-2008,,,ALBANIA
M,09-05-2008,CONCORDIA SAGITTARIA,VE,ITALIA
M,10-05-2008,MOTTA DI LIVENZA,TV,ITALIA
M,13-05-2008,TORRE DI MOSTO,VE,ITALIA
M,14-05-2008,SAN VITO AL TAGLIAMENTO,PN,ITALIA
F,14-05-2008,SAN VITO AL TAGLIAMENTO,PN,ITALIA
M,17-05-2008,,,BOSNIA-ERZEGOVINA
M,17-05-2008,PORTOGRUARO,VE,ITALIA
F,24-05-2008,CAORLE,VE,ITALIA
M,24-05-2008,CAORLE,VE,ITALIA
M,31-05-2008,TRIESTE,TS,ITALIA
M,31-05-2008,TORRE DI MOSTO,VE,ITALIA
M,05-06-2008,CAORLE,VE,ITALIA
M,05-06-2008,CAORLE,VE,ITALIA
M,05-06-2008,CAORLE,VE,ITALIA
F,05-06-2008,CAORLE,VE,ITALIA
F,05-06-2008,TELTI,OT,ITALIA
F,07-06-2008,MOTTA DI LIVENZA,TV,ITALIA
M,12-06-2008,,,ROMANIA
F,12-06-2008,,,ROMANIA
F,13-06-2008,VENEZIA,VE,ITALIA
M,14-06-2008,MORSANO AL TAGLIAMENTO,PN,ITALIA
M,14-06-2008,SAN DONÀ DI PIAVE,VE,ITALIA
M,21-06-2008,PORDENONE,PN,ITALIA
M,21-06-2008,ANNONE VENETO,VE,ITALIA
F,23-06-2008,,,ROMANIA
F,24-06-2008,RESIA,UD,ITALIA
M,28-06-2008,,,MAROCCO
F,05-07-2008,CONCORDIA SAGITTARIA,VE,ITALIA
F,07-07-2008,SAN DONÀ DI PIAVE,VE,ITALIA
F,08-07-2008,,,SERBIA
F,08-07-2008,,,SERBIA
M,08-07-2008,,,SERBIA
F,08-07-2008,,,SERBIA
F,08-07-2008,,,SERBIA
M,08-07-2008,,,SERBIA
M,26-07-2008,,,SERBIA
M,28-07-2008,CEGGIA,VE,ITALIA
M,12-08-2008,,,TUNISIA
M,12-08-2008,,,UCRAINA
M,16-08-2008,MOTTA DI LIVENZA,TV,ITALIA
F,20-08-2008,CONCORDIA SAGITTARIA,VE,ITALIA
F,26-08-2008,CAORLE,VE,ITALIA
M,30-08-2008,MOTTA DI LIVENZA,TV,ITALIA
F,30-08-2008,MOTTA DI LIVENZA,TV,ITALIA
F,04-09-2008,PRAVISDOMINI,PN,ITALIA
M,04-09-2008,,,MAROCCO
F,04-09-2008,PRAVISDOMINI,PN,ITALIA
M,04-09-2008,PRAVISDOMINI,PN,ITALIA
M,05-09-2008,BOVISIO-MASCIAGO,MI,ITALIA
F,05-09-2008,BOVISIO-MASCIAGO,MI,ITALIA
F,05-09-2008,BOVISIO-MASCIAGO,MI,ITALIA
F,11-09-2008,,,CUBA
F,13-09-2008,,,BURKINA
M,13-09-2008,,,BURKINA
F,25-09-2008,,,KOSOVO
M,29-09-2008,PRAMAGGIORE,VE,ITALIA
F,29-09-2008,ARZANO,,ITALIA
M,01-10-2008,,,MACEDONIA DEL NORD
M,01-10-2008,,,MACEDONIA DEL NORD
F,01-10-2008,,,MACEDONIA DEL NORD
F,04-10-2008,UDINE,UD,ITALIA
M,08-10-2008,CAORLE,VE,ITALIA
F,08-10-2008,CAORLE,VE,ITALIA
M,08-10-2008,VILLANOVA DI CAMPOSAMPIERO,PD,ITALIA
F,11-10-2008,,,SERBIA
M,11-10-2008,,,SERBIA
F,11-10-2008,,,SERBIA
M,11-10-2008,,,SERBIA
F,18-10-2008,CAORLE,VE,ITALIA
F,18-10-2008,,,ROMANIA
M,24-10-2008,,,MACEDONIA DEL NORD
F,24-10-2008,,,MACEDONIA DEL NORD
F,24-10-2008,,,MACEDONIA DEL NORD
M,25-10-2008,FORMIA,LT,ITALIA
M,30-10-2008,GORGO AL MONTICANO,TV,ITALIA
M,30-10-2008,GORGO AL MONTICANO,TV,ITALIA
M,03-11-2008,,,ALBANIA
F,05-11-2008,UDINE,UD,ITALIA
M,06-11-2008,,,MACEDONIA DEL NORD
M,06-11-2008,CAORLE,VE,ITALIA
F,06-11-2008,,,MACEDONIA DEL NORD
F,06-11-2008,CAORLE,VE,ITALIA
F,08-11-2008,CONCORDIA SAGITTARIA,VE,ITALIA
M,08-11-2008,CONCORDIA SAGITTARIA,VE,ITALIA
M,09-11-2008,MOTTA DI LIVENZA,TV,ITALIA
M,10-11-2008,CAORLE,VE,ITALIA
M,10-11-2008,,,ROMANIA
F,10-11-2008,,,MACEDONIA DEL NORD
F,11-11-2008,CAORLE,VE,ITALIA
F,12-11-2008,,,POLONIA
M,15-11-2008,,,ALBANIA
F,15-11-2008,,,ROMANIA
M,17-11-2008,TORRE DI MOSTO,VE,ITALIA
F,17-11-2008,TORRE DI MOSTO,VE,ITALIA
F,20-11-2008,,,CROAZIA
F,20-11-2008,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,20-11-2008,CAORLE,VE,ITALIA
F,21-11-2008,,,JUGOSLAVIA
M,21-11-2008,,,JUGOSLAVIA
F,21-11-2008,,,JUGOSLAVIA
F,22-11-2008,MILANO,MI,ITALIA
F,25-11-2008,MOTTA DI LIVENZA,TV,ITALIA
F,01-12-2008,,,ALBANIA
M,13-12-2008,CEGGIA,VE,ITALIA
F,13-12-2008,CEGGIA,VE,ITALIA
M,15-12-2008,MONTEBELLUNA,TV,ITALIA
F,16-12-2008,,,JUGOSLAVIA
M,29-12-2008,ANNONE VENETO,VE,ITALIA
F,02-01-2009,CASTELFRANCO VENETO,TV,ITALIA
F,02-01-2009,CASTELFRANCO VENETO,TV,ITALIA
F,09-01-2009,PRAMAGGIORE,VE,ITALIA
M,09-01-2009,SAN DONÀ DI PIAVE,VE,ITALIA
M,09-01-2009,PRAMAGGIORE,VE,ITALIA
M,09-01-2009,PRAMAGGIORE,VE,ITALIA
F,10-01-2009,ERACLEA,VE,ITALIA
M,13-01-2009,PORTOGRUARO,VE,ITALIA
F,19-01-2009,VENEZIA,VE,ITALIA
F,21-01-2009,,,UCRAINA
M,26-01-2009,SACILE,PN,ITALIA
F,26-01-2009,POLCENIGO,PN,ITALIA
M,26-01-2009,,,CROAZIA
M,03-02-2009,MOTTA DI LIVENZA,TV,ITALIA
F,03-02-2009,,,ROMANIA
M,09-02-2009,BOLLATE,MI,ITALIA
F,11-02-2009,CAORLE,VE,ITALIA
M,11-02-2009,CAORLE,VE,ITALIA
M,11-02-2009,CAORLE,VE,ITALIA
F,16-02-2009,,,
F,16-02-2009,TORRE DI MOSTO,VE,ITALIA
F,18-02-2009,PONTE DI PIAVE,TV,ITALIA
F,18-02-2009,PONTE DI PIAVE,TV,ITALIA
F,21-02-2009,VENEZIA,VE,ITALIA
M,23-02-2009,,,
F,23-02-2009,,,
F,23-02-2009,,,
M,27-02-2009,PRAVISDOMINI,PN,ITALIA
M,27-02-2009,,,
M,02-03-2009,PREGANZIOL,TV,ITALIA
F,12-03-2009,TEGLIO VENETO,VE,ITALIA
M,12-03-2009,TEGLIO VENETO,VE,ITALIA
F,12-03-2009,TEGLIO VENETO,VE,ITALIA
M,14-03-2009,PRAMAGGIORE,VE,ITALIA
F,20-03-2009,CAORLE,VE,ITALIA
F,20-03-2009,CAORLE,VE,ITALIA
F,21-03-2009,ANNONE VENETO,VE,ITALIA
M,21-03-2009,ANNONE VENETO,VE,ITALIA
F,25-03-2009,PRAVISDOMINI,PN,ITALIA
F,25-03-2009,PRAVISDOMINI,PN,ITALIA
F,25-03-2009,ANNONE VENETO,VE,ITALIA
F,26-03-2009,CAORLE,VE,ITALIA
M,26-03-2009,CAORLE,VE,ITALIA
F,08-04-2009,,,
F,30-04-2009,ODERZO,TV,ITALIA
F,07-05-2009,CEGGIA,VE,ITALIA
F,15-05-2009,,,BRASILE
M,06-06-2009,,,ROMANIA
F,06-06-2009,,,ANAGRAFICAMENTE
M,10-06-2009,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,10-06-2009,PIOVE DI SACCO,PD,ITALIA
M,10-06-2009,PIOVE DI SACCO,PD,ITALIA
F,12-06-2009,,,UCRAINA
F,17-06-2009,CAORLE,VE,ITALIA
M,17-06-2009,CAORLE,VE,ITALIA
M,17-06-2009,CAORLE,VE,ITALIA
F,17-06-2009,CAORLE,VE,ITALIA
F,17-06-2009,CAORLE,VE,ITALIA
F,23-06-2009,PALERMO,PA,ITALIA
M,24-06-2009,TORRE DI MOSTO,VE,ITALIA
M,25-06-2009,,,
M,26-06-2009,CEGGIA,VE,ITALIA
M,01-07-2009,,,FRANCIA
M,04-07-2009,CAORLE,VE,ITALIA
M,06-07-2009,,,ANAGRAFICAMENTE
F,11-07-2009,CESSALTO,TV,ITALIA
M,11-07-2009,CESSALTO,TV,ITALIA
M,13-07-2009,TORRE DI MOSTO,VE,ITALIA
F,15-07-2009,,,
M,18-07-2009,CAORLE,VE,ITALIA
F,20-07-2009,JESOLO,VE,ITALIA
M,22-07-2009,TORRE DI MOSTO,VE,ITALIA
F,22-07-2009,TORRE DI MOSTO,VE,ITALIA
F,23-07-2009,MOTTA DI LIVENZA,TV,ITALIA
M,23-07-2009,MOTTA DI LIVENZA,TV,ITALIA
M,23-07-2009,MOTTA DI LIVENZA,TV,ITALIA
M,23-07-2009,CASTEL GOFFREDO,MN,ITALIA
F,23-07-2009,MOTTA DI LIVENZA,TV,ITALIA
F,25-07-2009,VENEZIA,VE,ITALIA
M,30-07-2009,ANCONA,AN,ITALIA
M,01-08-2009,TRANI,BA,ITALIA
M,04-08-2009,AVIANO,PN,ITALIA
M,04-08-2009,,,
F,07-08-2009,CAORLE,VE,ITALIA
F,07-08-2009,MILANO,MI,ITALIA
M,07-08-2009,MILANO,MI,ITALIA
M,07-08-2009,CAORLE,VE,ITALIA
M,07-08-2009,CAORLE,VE,ITALIA
M,12-08-2009,ANNONE VENETO,VE,ITALIA
M,17-08-2009,PORTOGRUARO,VE,ITALIA
F,21-08-2009,CAORLE,VE,ITALIA
F,31-08-2009,,,
M,31-08-2009,CEGGIA,VE,ITALIA
M,02-09-2009,,,KOSOVO
F,03-09-2009,CAORLE,VE,ITALIA
M,03-09-2009,CAORLE,VE,ITALIA
F,03-09-2009,CAORLE,VE,ITALIA
F,04-09-2009,TORRE DI MOSTO,VE,ITALIA
F,04-09-2009,TORRE DI MOSTO,VE,ITALIA
