SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
F,07-07-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,07-07-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,07-07-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,07-07-2018,CAORLE,VE,ITALIA
M,09-07-2018,MUSILE DI PIAVE,VE,ITALIA
F,09-07-2018,CHIONS,PN,ITALIA
F,11-07-2018,CLAUZETTO,PN,ITALIA
F,14-07-2018,CAORLE,VE,ITALIA
M,14-07-2018,CAORLE,VE,ITALIA
F,14-07-2018,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,14-07-2018,CAORLE,VE,ITALIA
F,18-07-2018,,,
M,19-07-2018,CHIARANO,TV,ITALIA
F,19-07-2018,CESSALTO,TV,ITALIA
F,20-07-2018,MOTTA DI LIVENZA,TV,ITALIA
F,21-07-2018,CESSALTO,TV,ITALIA
M,21-07-2018,CESSALTO,TV,ITALIA
M,21-07-2018,MOTTA DI LIVENZA,TV,ITALIA
F,21-07-2018,CESSALTO,TV,ITALIA
M,01-08-2018,MOTTA DI LIVENZA,TV,ITALIA
F,02-08-2018,GEMONA DEL FRIULI,UD,ITALIA
F,02-08-2018,GEMONA DEL FRIULI,UD,ITALIA
M,02-08-2018,GEMONA DEL FRIULI,UD,ITALIA
M,02-08-2018,GEMONA DEL FRIULI,UD,ITALIA
M,04-08-2018,,,NIGERIA
F,04-08-2018,,,NIGERIA
F,06-08-2018,,,ALBANIA
F,07-08-2018,PORTOGRUARO,VE,ITALIA
M,07-08-2018,CAVALLINO-TREPORTI,VE,ITALIA
F,07-08-2018,,,SENEGAL
F,09-08-2018,TARVISIO,UD,ITALIA
F,11-08-2018,,,UCRAINA
F,11-08-2018,,,UCRAINA
M,16-08-2018,ANNONE VENETO,VE,ITALIA
M,16-08-2018,CONCORDIA SAGITTARIA,VE,ITALIA
F,16-08-2018,ANNONE VENETO,VE,ITALIA
F,27-08-2018,TORRE DI MOSTO,VE,ITALIA
M,27-08-2018,TORRE DI MOSTO,VE,ITALIA
F,27-08-2018,TORRE DI MOSTO,VE,ITALIA
F,28-08-2018,CAORLE,VE,ITALIA
F,29-08-2018,ERACLEA,VE,ITALIA
M,31-08-2018,VOGHERA,PV,ITALIA
M,01-09-2018,MORSANO AL TAGLIAMENTO,PN,ITALIA
F,03-09-2018,UDINE,UD,ITALIA
M,03-09-2018,UDINE,UD,ITALIA
F,08-09-2018,NOLA,,ITALIA
F,12-09-2018,,,
F,13-09-2018,VERONA,VR,ITALIA
F,13-09-2018,GORGO AL MONTICANO,TV,ITALIA
M,13-09-2018,VERONA,VR,ITALIA
M,14-09-2018,CAORLE,VE,ITALIA
F,15-09-2018,CAORLE,VE,ITALIA
M,15-09-2018,CAORLE,VE,ITALIA
M,15-09-2018,PORTOGRUARO,VE,ITALIA
F,17-09-2018,,,
M,19-09-2018,,,ALBANIA
M,20-09-2018,,,
M,22-09-2018,PONTE DI PIAVE,TV,ITALIA
M,22-09-2018,PONTE DI PIAVE,TV,ITALIA
M,22-09-2018,PONTE DI PIAVE,TV,ITALIA
M,22-09-2018,PONTE DI PIAVE,TV,ITALIA
F,22-09-2018,PONTE DI PIAVE,TV,ITALIA
M,24-09-2018,,,FRANCIA
F,24-09-2018,,,FRANCIA
F,24-09-2018,,,FRANCIA
F,25-09-2018,CONCORDIA SAGITTARIA,VE,ITALIA
F,25-09-2018,BRUGNERA,PN,ITALIA
M,25-09-2018,ORSAGO,TV,ITALIA
M,28-09-2018,CAORLE,VE,ITALIA
M,01-10-2018,VICENZA,VI,ITALIA
M,01-10-2018,VICENZA,VI,ITALIA
M,01-10-2018,ERACLEA,VE,ITALIA
F,01-10-2018,ERACLEA,VE,ITALIA
F,01-10-2018,ERACLEA,VE,ITALIA
M,01-10-2018,ERACLEA,VE,ITALIA
M,02-10-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,03-10-2018,CHIARANO,TV,ITALIA
F,04-10-2018,SALGAREDA,TV,ITALIA
M,04-10-2018,SALGAREDA,TV,ITALIA
F,04-10-2018,,,INDIA
M,05-10-2018,COLORNO,PR,ITALIA
F,11-10-2018,TORRE DI MOSTO,VE,ITALIA
M,11-10-2018,TORRE DI MOSTO,VE,ITALIA
M,11-10-2018,TORRE DI MOSTO,VE,ITALIA
F,12-10-2018,CADEO,PC,ITALIA
M,13-10-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,13-10-2018,FONTANELLE,TV,ITALIA
M,13-10-2018,FONTANELLE,TV,ITALIA
F,13-10-2018,MUSILE DI PIAVE,VE,ITALIA
M,13-10-2018,MUSILE DI PIAVE,VE,ITALIA
M,13-10-2018,POZZUOLO DEL FRIULI,UD,ITALIA
M,13-10-2018,MUSILE DI PIAVE,VE,ITALIA
M,13-10-2018,MUSILE DI PIAVE,VE,ITALIA
F,13-10-2018,POZZUOLO DEL FRIULI,UD,ITALIA
F,13-10-2018,FONTANELLE,TV,ITALIA
F,15-10-2018,CAORLE,VE,ITALIA
M,15-10-2018,JESOLO,VE,ITALIA
F,15-10-2018,CAORLE,VE,ITALIA
F,17-10-2018,CESSALTO,TV,ITALIA
F,17-10-2018,,,KOSOVO
F,18-10-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,20-10-2018,CINTO CAOMAGGIORE,VE,ITALIA
M,24-10-2018,,,INDIA
F,24-10-2018,,,INDIA
F,29-10-2018,,,MAROCCO
M,29-10-2018,,,MAROCCO
M,29-10-2018,,,MAROCCO
F,30-10-2018,PALERMO,PA,ITALIA
M,30-10-2018,CAORLE,VE,ITALIA
F,30-10-2018,PALERMO,PA,ITALIA
F,30-10-2018,PALERMO,PA,ITALIA
F,31-10-2018,CALTRANO,VI,ITALIA
F,02-11-2018,PRAMAGGIORE,VE,ITALIA
F,02-11-2018,PRAMAGGIORE,VE,ITALIA
F,02-11-2018,,,POLONIA
F,03-11-2018,,,
F,05-11-2018,,,
F,06-11-2018,CAORLE,VE,ITALIA
M,06-11-2018,CAORLE,VE,ITALIA
F,06-11-2018,CAORLE,VE,ITALIA
M,06-11-2018,CAORLE,VE,ITALIA
M,09-11-2018,,,ROMANIA
M,10-11-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,14-11-2018,ERACLEA,VE,ITALIA
F,15-11-2018,,,ALBANIA
F,17-11-2018,TAVAGNACCO,UD,ITALIA
F,20-11-2018,CAORLE,VE,ITALIA
M,20-11-2018,CAORLE,VE,ITALIA
M,20-11-2018,TORRE DI MOSTO,VE,ITALIA
F,21-11-2018,,,
F,22-11-2018,COMUN NUOVO,BG,ITALIA
F,22-11-2018,SUSEGANA,TV,ITALIA
F,23-11-2018,PORTOGRUARO,VE,ITALIA
F,24-11-2018,CAORLE,VE,ITALIA
M,24-11-2018,ODERZO,TV,ITALIA
F,26-11-2018,ANNONE VENETO,VE,ITALIA
M,26-11-2018,ANNONE VENETO,VE,ITALIA
F,26-11-2018,GAIARINE,TV,ITALIA
M,26-11-2018,CEGGIA,VE,ITALIA
F,30-11-2018,CEGGIA,VE,ITALIA
M,30-11-2018,LATISANA,UD,ITALIA
F,30-11-2018,CAORLE,VE,ITALIA
M,01-12-2018,ANNONE VENETO,VE,ITALIA
M,03-12-2018,CHIARANO,TV,ITALIA
F,03-12-2018,CHIARANO,TV,ITALIA
F,03-12-2018,CHIARANO,TV,ITALIA
F,03-12-2018,CHIARANO,TV,ITALIA
F,03-12-2018,ROMANO D'EZZELINO,VI,ITALIA
F,04-12-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,06-12-2018,FIUME VENETO,PN,ITALIA
F,06-12-2018,FIUME VENETO,PN,ITALIA
F,10-12-2018,ANNONE VENETO,VE,ITALIA
F,10-12-2018,ANNONE VENETO,VE,ITALIA
F,11-12-2018,CHIARANO,TV,ITALIA
M,11-12-2018,CHIARANO,TV,ITALIA
F,11-12-2018,CHIARANO,TV,ITALIA
M,11-12-2018,CESSALTO,TV,ITALIA
M,13-12-2018,,,KOSOVO
M,13-12-2018,,,KOSOVO
F,13-12-2018,,,KOSOVO
F,15-12-2018,CAORLE,VE,ITALIA
M,15-12-2018,CAORLE,VE,ITALIA
M,17-12-2018,TORRE DI MOSTO,VE,ITALIA
M,19-12-2018,CAORLE,VE,ITALIA
F,27-12-2018,GIOVINAZZO,BA,ITALIA
M,27-12-2018,CAROVIGNO,BR,ITALIA
F,02-01-2019,OPERA,MI,ITALIA
F,02-01-2019,OPERA,MI,ITALIA
M,02-01-2019,OPERA,MI,ITALIA
M,02-01-2019,CORNUDA,TV,ITALIA
M,02-01-2019,MILANO,MI,ITALIA
M,03-01-2019,CAORLE,VE,ITALIA
F,03-01-2019,CAORLE,VE,ITALIA
F,07-01-2019,CAORLE,VE,ITALIA
M,07-01-2019,CAORLE,VE,ITALIA
F,07-01-2019,CAORLE,VE,ITALIA
F,08-01-2019,CEGGIA,VE,ITALIA
F,08-01-2019,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,09-01-2019,,,MAROCCO
F,09-01-2019,,,MAROCCO
F,12-01-2019,,,ROMANIA
F,12-01-2019,,,ROMANIA
M,12-01-2019,CEGGIA,VE,ITALIA
F,12-01-2019,CAORLE,VE,ITALIA
F,15-01-2019,CINTO CAOMAGGIORE,VE,ITALIA
M,22-01-2019,,,KOSOVO
M,26-01-2019,PORTOGRUARO,VE,ITALIA
F,26-01-2019,CARBONERA,TV,ITALIA
F,26-01-2019,,,
F,28-01-2019,ANNONE VENETO,VE,ITALIA
M,28-01-2019,ANNONE VENETO,VE,ITALIA
M,28-01-2019,ANNONE VENETO,VE,ITALIA
F,28-01-2019,CONCORDIA SAGITTARIA,VE,ITALIA
F,29-01-2019,CEGGIA,VE,ITALIA
M,01-02-2019,CAORLE,VE,ITALIA
M,02-02-2019,,,
F,02-02-2019,CONCORDIA SAGITTARIA,VE,ITALIA
M,02-02-2019,ODERZO,TV,ITALIA
F,02-02-2019,TEOR,UD,ITALIA
M,06-02-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,07-02-2019,MILANO,MI,ITALIA
M,11-02-2019,,,
F,12-02-2019,,,MAROCCO
F,18-02-2019,ZENSON DI PIAVE,TV,ITALIA
M,25-02-2019,,,
F,25-02-2019,PORTOGRUARO,VE,ITALIA
M,25-02-2019,,,CROAZIA
F,25-02-2019,SERRADIFALCO,CL,ITALIA
M,25-02-2019,SERRADIFALCO,CL,ITALIA
F,27-02-2019,MOTTA DI LIVENZA,TV,ITALIA
M,01-03-2019,ODERZO,TV,ITALIA
M,02-03-2019,CAORLE,VE,ITALIA
F,04-03-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,04-03-2019,MOTTA DI LIVENZA,TV,ITALIA
M,09-03-2019,,,
M,09-03-2019,TRICESIMO,UD,ITALIA
M,09-03-2019,CAORLE,VE,ITALIA
M,09-03-2019,ZEVIO,VR,ITALIA
F,11-03-2019,,,MOLDOVA
M,12-03-2019,CEGGIA,VE,ITALIA
F,15-03-2019,TORRE DI MOSTO,VE,ITALIA
M,16-03-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,16-03-2019,PORTOGRUARO,VE,ITALIA
M,16-03-2019,PORTOGRUARO,VE,ITALIA
F,16-03-2019,PORTOGRUARO,VE,ITALIA
F,20-03-2019,GRUARO,VE,ITALIA
M,20-03-2019,GRUARO,VE,ITALIA
F,20-03-2019,GRUARO,VE,ITALIA
F,20-03-2019,GRUARO,VE,ITALIA
M,23-03-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,25-03-2019,TIVOLI,RM,ITALIA
F,25-03-2019,TIVOLI,RM,ITALIA
F,26-03-2019,VENEZIA,VE,ITALIA
F,27-03-2019,MARTELLAGO,VE,ITALIA
M,27-03-2019,MARTELLAGO,VE,ITALIA
M,27-03-2019,MARTELLAGO,VE,ITALIA
M,27-03-2019,MARTELLAGO,VE,ITALIA
M,02-04-2019,,,
M,05-04-2019,,,MACEDONIA DEL NORD
F,05-04-2019,,,MACEDONIA DEL NORD
F,05-04-2019,,,MACEDONIA DEL NORD
F,05-04-2019,JESOLO,VE,ITALIA
M,05-04-2019,JESOLO,VE,ITALIA
F,05-04-2019,JESOLO,VE,ITALIA
F,05-04-2019,MUSILE DI PIAVE,VE,ITALIA
M,06-04-2019,ANNONE VENETO,VE,ITALIA
M,06-04-2019,ANNONE VENETO,VE,ITALIA
F,06-04-2019,ANNONE VENETO,VE,ITALIA
F,06-04-2019,CAORLE,VE,ITALIA
F,06-04-2019,CAORLE,VE,ITALIA
F,10-04-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,13-04-2019,VALDAGNO,VI,ITALIA
F,13-04-2019,ARDEA,RM,ITALIA
M,13-04-2019,ARDEA,RM,ITALIA
F,13-04-2019,ARDEA,RM,ITALIA
M,13-04-2019,ARDEA,RM,ITALIA
F,13-04-2019,CAORLE,VE,ITALIA
M,13-04-2019,CAORLE,VE,ITALIA
M,15-04-2019,MASERADA SUL PIAVE,TV,ITALIA
M,17-04-2019,,,VENEZUELA
F,18-04-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,19-04-2019,TREVISO,TV,ITALIA
M,19-04-2019,TREVISO,TV,ITALIA
F,23-04-2019,,,EGITTO
M,26-04-2019,CAORLE,VE,ITALIA
M,26-04-2019,CAORLE,VE,ITALIA
F,26-04-2019,CAORLE,VE,ITALIA
F,29-04-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,29-04-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,29-04-2019,,,EMIRATI ARABI UNITI
M,04-05-2019,CAORLE,VE,ITALIA
M,07-05-2019,MILANO,MI,ITALIA
M,07-05-2019,JESOLO,VE,ITALIA
F,11-05-2019,CEGGIA,VE,ITALIA
M,14-05-2019,AZZANO DECIMO,PN,ITALIA
F,16-05-2019,MUSILE DI PIAVE,VE,ITALIA
F,18-05-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,18-05-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,21-05-2019,,,
M,24-05-2019,CHIARANO,TV,ITALIA
M,24-05-2019,ANNONE VENETO,VE,ITALIA
M,25-05-2019,MOTTA DI LIVENZA,TV,ITALIA
F,27-05-2019,,,
F,30-05-2019,LODI,LO,ITALIA
M,04-06-2019,,,
M,12-06-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,14-06-2019,,,
M,15-06-2019,PRAMAGGIORE,VE,ITALIA
F,17-06-2019,CAORLE,VE,ITALIA
F,17-06-2019,CAORLE,VE,ITALIA
F,18-06-2019,CEGGIA,VE,ITALIA
M,18-06-2019,,,
M,19-06-2019,,,
F,19-06-2019,,,
F,20-06-2019,SANTA MARIA A VICO,CE,ITALIA
M,22-06-2019,CAORLE,VE,ITALIA
F,22-06-2019,MOTTA DI LIVENZA,TV,ITALIA
M,25-06-2019,AZZANO DECIMO,PN,ITALIA
F,26-06-2019,LA LOGGIA,TO,ITALIA
M,28-06-2019,CAORLE,VE,ITALIA
M,01-07-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,06-07-2019,PORTOGRUARO,VE,ITALIA
M,10-07-2019,,,
M,10-07-2019,,,
F,10-07-2019,,,
F,10-07-2019,,,
F,10-07-2019,,,
M,13-07-2019,,,MACEDONIA DEL NORD
F,13-07-2019,,,MACEDONIA DEL NORD
F,13-07-2019,,,MACEDONIA DEL NORD
M,16-07-2019,MOLINELLA,BO,ITALIA
M,17-07-2019,,,
F,17-07-2019,CAORLE,VE,ITALIA
M,18-07-2019,,,
M,19-07-2019,CATANIA,CT,ITALIA
F,19-07-2019,CATANIA,CT,ITALIA
M,23-07-2019,CASTELFRANCO VENETO,TV,ITALIA
M,26-07-2019,ERACLEA,VE,ITALIA
M,26-07-2019,CAORLE,VE,ITALIA
M,27-07-2019,MISILMERI,PA,ITALIA
M,30-07-2019,SPINEA,VE,ITALIA
M,01-08-2019,CHIVASSO,TO,ITALIA
F,01-08-2019,CHIVASSO,TO,ITALIA
F,01-08-2019,CINTO CAOMAGGIORE,VE,ITALIA
F,01-08-2019,CHIVASSO,TO,ITALIA
M,02-08-2019,VICENZA,VI,ITALIA
M,02-08-2019,,,ZAMBIA
M,03-08-2019,ODERZO,TV,ITALIA
F,06-08-2019,,,
M,08-08-2019,CASIER,TV,ITALIA
F,10-08-2019,PRECENICCO,UD,ITALIA
F,13-08-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,14-08-2019,CAORLE,VE,ITALIA
F,14-08-2019,CALTANISSETTA,CL,ITALIA
M,19-08-2019,,,FRANCIA
F,19-08-2019,,,FRANCIA
M,21-08-2019,TORRE DI MOSTO,VE,ITALIA
M,22-08-2019,MOTTA DI LIVENZA,TV,ITALIA
F,23-08-2019,PORTOGRUARO,VE,ITALIA
M,23-08-2019,VENEZIA,VE,ITALIA
F,24-08-2019,PORTOGRUARO,VE,ITALIA
F,24-08-2019,,,
M,24-08-2019,,,
F,24-08-2019,,,
F,27-08-2019,MOTTA DI LIVENZA,TV,ITALIA
F,30-08-2019,QUARTO D'ALTINO,VE,ITALIA
F,30-08-2019,QUARTO D'ALTINO,VE,ITALIA
M,30-08-2019,QUARTO D'ALTINO,VE,ITALIA
F,02-09-2019,,,
M,07-09-2019,,,
M,07-09-2019,,,STATI UNITI D'AMERICA
M,07-09-2019,,,STATI UNITI D'AMERICA
F,07-09-2019,,,STATI UNITI D'AMERICA
F,07-09-2019,ODERZO,TV,ITALIA
M,07-09-2019,CHIARANO,TV,ITALIA
F,10-09-2019,,,
F,10-09-2019,FOSSALTA DI PIAVE,VE,ITALIA
F,10-09-2019,FOSSALTA DI PIAVE,VE,ITALIA
F,10-09-2019,FOSSALTA DI PIAVE,VE,ITALIA
F,12-09-2019,,,
F,14-09-2019,,,ROMANIA
M,14-09-2019,SAN MARTINO DI LUPARI,PD,ITALIA
F,16-09-2019,CARPI,MO,ITALIA
F,17-09-2019,CEGGIA,VE,ITALIA
F,17-09-2019,CAORLE,VE,ITALIA
F,23-09-2019,MOTTA DI LIVENZA,TV,ITALIA
M,26-09-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,28-09-2019,TORRE DI MOSTO,VE,ITALIA
M,28-09-2019,TORRE DI MOSTO,VE,ITALIA
F,28-09-2019,TORRE DI MOSTO,VE,ITALIA
F,28-09-2019,TORRE DI MOSTO,VE,ITALIA
M,30-09-2019,ROMA,RM,ITALIA
M,30-09-2019,MORDANO,BO,ITALIA
M,30-09-2019,NOVENTA DI PIAVE,VE,ITALIA
F,01-10-2019,TORRE DI MOSTO,VE,ITALIA
F,01-10-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,01-10-2019,TORRE DI MOSTO,VE,ITALIA
M,01-10-2019,TORRE DI MOSTO,VE,ITALIA
F,01-10-2019,TORRE DI MOSTO,VE,ITALIA
F,02-10-2019,,,ALBANIA
F,03-10-2019,CANICATTÌ,AG,ITALIA
F,03-10-2019,MARTELLAGO,VE,ITALIA
M,03-10-2019,TORRE DI MOSTO,VE,ITALIA
F,07-10-2019,ANNONE VENETO,VE,ITALIA
M,07-10-2019,ANNONE VENETO,VE,ITALIA
M,07-10-2019,ANNONE VENETO,VE,ITALIA
M,07-10-2019,CASALMAGGIORE,CR,ITALIA
F,07-10-2019,CASALMAGGIORE,CR,ITALIA
M,08-10-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,08-10-2019,MOTTA DI LIVENZA,TV,ITALIA
M,08-10-2019,MOTTA DI LIVENZA,TV,ITALIA
M,09-10-2019,CAORLE,VE,ITALIA
M,10-10-2019,MILANO,MI,ITALIA
F,11-10-2019,,,
F,11-10-2019,VICOPISANO,PI,ITALIA
F,11-10-2019,,,
M,12-10-2019,JESOLO,VE,ITALIA
F,12-10-2019,FOGGIA,FG,ITALIA
M,12-10-2019,FOGGIA,FG,ITALIA
F,12-10-2019,FOGGIA,FG,ITALIA
M,12-10-2019,CAVALLINO-TREPORTI,VE,ITALIA
F,21-10-2019,MUSILE DI PIAVE,VE,ITALIA
M,21-10-2019,MUSILE DI PIAVE,VE,ITALIA
F,22-10-2019,CAORLE,VE,ITALIA
M,22-10-2019,CAORLE,VE,ITALIA
M,23-10-2019,GORGO AL MONTICANO,TV,ITALIA
M,24-10-2019,,,MAROCCO
F,26-10-2019,ANNONE VENETO,VE,ITALIA
M,26-10-2019,ANNONE VENETO,VE,ITALIA
F,28-10-2019,MILAZZO,ME,ITALIA
F,28-10-2019,CEGLIE MESSAPICA,BR,ITALIA
M,28-10-2019,SAN FILIPPO DEL MELA,ME,ITALIA
F,28-10-2019,,,
M,31-10-2019,CESSALTO,TV,ITALIA
M,02-11-2019,CAORLE,VE,ITALIA
M,04-11-2019,CAORLE,VE,ITALIA
F,04-11-2019,SULMONA,AQ,ITALIA
M,05-11-2019,MOTTA DI LIVENZA,TV,ITALIA
M,06-11-2019,CEGGIA,VE,ITALIA
F,09-11-2019,SAN DONÀ DI PIAVE,VE,ITALIA
M,09-11-2019,SAN DONÀ DI PIAVE,VE,ITALIA
F,11-11-2019,GRUARO,VE,ITALIA
M,13-11-2019,CAORLE,VE,ITALIA
F,15-11-2019,ERACLEA,VE,ITALIA
M,15-11-2019,ERACLEA,VE,ITALIA
M,16-11-2019,CAORLE,VE,ITALIA
M,18-11-2019,FOGGIA,FG,ITALIA
M,20-11-2019,MASCALI,CT,ITALIA
M,20-11-2019,MASCALI,CT,ITALIA
F,20-11-2019,MASCALI,CT,ITALIA
F,21-11-2019,,,MACEDONIA DEL NORD
F,23-11-2019,CAORLE,VE,ITALIA
M,25-11-2019,,,ROMANIA
F,25-11-2019,,,ROMANIA
F,26-11-2019,CAORLE,VE,ITALIA
F,28-11-2019,NATURNO .NATURNS.,BZ,ITALIA
M,30-11-2019,ISCHIA,,ITALIA
F,30-11-2019,MOZZECANE,VR,ITALIA
M,07-12-2019,ABBADIA SAN SALVATORE,SI,ITALIA
F,07-12-2019,ABBADIA SAN SALVATORE,SI,ITALIA
F,14-12-2019,,,ROMANIA
M,14-12-2019,,,ROMANIA
M,18-12-2019,ANNONE VENETO,VE,ITALIA
F,18-12-2019,ANNONE VENETO,VE,ITALIA
M,23-12-2019,CAORLE,VE,ITALIA
F,23-12-2019,CAORLE,VE,ITALIA
M,23-12-2019,CAORLE,VE,ITALIA
M,23-12-2019,CAORLE,VE,ITALIA
M,24-12-2019,TRIESTE,TS,ITALIA
F,24-12-2019,TRIESTE,TS,ITALIA
F,24-12-2019,TRIESTE,TS,ITALIA
F,28-12-2019,CAORLE,VE,ITALIA
F,28-12-2019,CAORLE,VE,ITALIA
F,28-12-2019,CAORLE,VE,ITALIA
M,28-12-2019,CAORLE,VE,ITALIA
M,28-12-2019,CAORLE,VE,ITALIA
F,04-01-2020,CESSALTO,TV,ITALIA
F,04-01-2020,CAORLE,VE,ITALIA
M,04-01-2020,CAORLE,VE,ITALIA
M,04-01-2020,CAORLE,VE,ITALIA
M,04-01-2020,CAORLE,VE,ITALIA
F,07-01-2020,,,SENEGAL
F,07-01-2020,,,SENEGAL
M,07-01-2020,,,MACEDONIA DEL NORD
M,07-01-2020,ANNONE VENETO,VE,ITALIA
F,07-01-2020,ANNONE VENETO,VE,ITALIA
F,07-01-2020,ANNONE VENETO,VE,ITALIA
F,08-01-2020,,,MACEDONIA DEL NORD
F,11-01-2020,,,ROMANIA
M,11-01-2020,SAN BENEDETTO PO,MN,ITALIA
M,11-01-2020,NOVENTA DI PIAVE,VE,ITALIA
M,13-01-2020,CHIONS,PN,ITALIA
F,14-01-2020,,,
F,17-01-2020,VALDOBBIADENE,TV,ITALIA
F,17-01-2020,,,SENEGAL
F,17-01-2020,,,SENEGAL
F,17-01-2020,TRAPANI,TP,ITALIA
M,18-01-2020,ANNONE VENETO,VE,ITALIA
M,18-01-2020,CEGGIA,VE,ITALIA
M,18-01-2020,CEGGIA,VE,ITALIA
F,18-01-2020,CEGGIA,VE,ITALIA
F,20-01-2020,,,ECUADOR
M,24-01-2020,SAN VITO AL TAGLIAMENTO,PN,ITALIA
F,27-01-2020,VENEZIA,VE,ITALIA
M,27-01-2020,VENEZIA,VE,ITALIA
M,27-01-2020,VENEZIA,VE,ITALIA
F,27-01-2020,VENEZIA,VE,ITALIA
M,28-01-2020,,,MACEDONIA DEL NORD
F,28-01-2020,,,MACEDONIA DEL NORD
F,28-01-2020,,,MACEDONIA DEL NORD
F,28-01-2020,,,MACEDONIA DEL NORD
F,29-01-2020,,,MACEDONIA DEL NORD
F,29-01-2020,,,MAROCCO
M,29-01-2020,TORRE DI MOSTO,VE,ITALIA
M,30-01-2020,NOVENTA DI PIAVE,VE,ITALIA
F,31-01-2020,ERACLEA,VE,ITALIA
F,01-02-2020,TORRE DI MOSTO,VE,ITALIA
F,01-02-2020,CESSALTO,TV,ITALIA
M,01-02-2020,,,ROMANIA
M,03-02-2020,,,ALBANIA
F,04-02-2020,UDINE,UD,ITALIA
M,06-02-2020,VICENZA,VI,ITALIA
F,08-02-2020,ANNONE VENETO,VE,ITALIA
M,08-02-2020,SAN DONÀ DI PIAVE,VE,ITALIA
F,11-02-2020,MARCON,VE,ITALIA
M,13-02-2020,ANNONE VENETO,VE,ITALIA
F,13-02-2020,ANNONE VENETO,VE,ITALIA
M,18-02-2020,MUSILE DI PIAVE,VE,ITALIA
F,18-02-2020,MUSILE DI PIAVE,VE,ITALIA
M,21-02-2020,CAORLE,VE,ITALIA
M,21-02-2020,DUEVILLE,VI,ITALIA
M,22-02-2020,CAORLE,VE,ITALIA
F,22-02-2020,CAORLE,VE,ITALIA
F,25-02-2020,TARANTO,TA,ITALIA
F,25-02-2020,TORRE DI MOSTO,VE,ITALIA
M,25-02-2020,ROMA,RM,ITALIA
F,26-02-2020,,,MOLDOVA
F,27-02-2020,PRAMAGGIORE,VE,ITALIA
M,28-02-2020,PONTE NELLE ALPI,BL,ITALIA
F,28-02-2020,MENTANA,RM,ITALIA
M,28-02-2020,MENTANA,RM,ITALIA
F,29-02-2020,CAORLE,VE,ITALIA
F,29-02-2020,CAORLE,VE,ITALIA
M,29-02-2020,CAORLE,VE,ITALIA
F,29-02-2020,CAORLE,VE,ITALIA
F,02-03-2020,FOGGIA,FG,ITALIA
F,05-03-2020,ANNONE VENETO,VE,ITALIA
F,05-03-2020,ANNONE VENETO,VE,ITALIA
F,05-03-2020,ANNONE VENETO,VE,ITALIA
F,09-03-2020,TRIESTE,TS,ITALIA
F,10-03-2020,CAORLE,VE,ITALIA
M,10-03-2020,FIUME VENETO,PN,ITALIA
F,11-03-2020,CESSALTO,TV,ITALIA
M,11-03-2020,CONCORDIA SAGITTARIA,VE,ITALIA
M,11-03-2020,ILLASI,VR,ITALIA
M,11-03-2020,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,12-03-2020,ANNONE VENETO,VE,ITALIA
F,13-03-2020,CAORLE,VE,ITALIA
F,13-03-2020,PORTOGRUARO,VE,ITALIA
M,13-03-2020,PORTOGRUARO,VE,ITALIA
F,15-03-2020,MOTTA DI LIVENZA,TV,ITALIA
M,16-03-2020,MOTTA DI LIVENZA,TV,ITALIA
F,18-03-2020,CAORLE,VE,ITALIA
M,18-03-2020,CAORLE,VE,ITALIA
M,18-03-2020,CAORLE,VE,ITALIA
F,18-03-2020,CAORLE,VE,ITALIA
F,23-03-2020,SAN DONÀ DI PIAVE,VE,ITALIA
F,24-03-2020,CAORLE,VE,ITALIA
M,25-03-2020,TORRE DI MOSTO,VE,ITALIA
M,27-03-2020,CAORLE,VE,ITALIA
M,28-03-2020,,,MACEDONIA DEL NORD
F,28-03-2020,,,MACEDONIA DEL NORD
F,28-03-2020,,,MACEDONIA DEL NORD
