Sesso,DataImmigrazione,LuogoProvenienza,Provincia,Stato
F,26/11/2014,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,26/11/2014,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,24/06/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,24/06/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,24/06/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,02/07/2018,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,27/12/2018,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,02/07/2018,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,29/10/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,22/07/2010,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,10/10/2000,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,04/03/2019,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,10/10/2000,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,10/10/2000,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,30/01/2017,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,02/07/2018,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,22/07/2010,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,10/12/2012,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,22/07/2010,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,04/04/2013,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,04/04/2013,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,20/08/2018,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,27/08/2005,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,14/10/2019,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,04/12/2002,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,24/06/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,23/05/2001,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,13/05/2020,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
M,22/04/2009,STATI UNITI D'AMERICA,,STATI UNITI D'AMERICA
F,30/01/2003,STAZZANO ,AL,ITALIA
F,11/03/2016,STIGNANO ,RC,ITALIA
F,11/03/2016,STIGNANO ,RC,ITALIA
M,07/03/2001,STORNARELLA ,FG,ITALIA
M,15/02/2020,STRA ,VE,ITALIA
F,27/09/2011,STRESA ,VB,ITALIA
F,27/09/2011,STRESA ,VB,ITALIA
M,16/03/2007,SUD AFRICA,,SUD AFRICA
M,09/05/2000,SUD AFRICA,,SUD AFRICA
M,14/05/2016,SUD AFRICA,,SUD AFRICA
F,07/06/2007,SUD AFRICA,,SUD AFRICA
F,16/03/2007,SUD AFRICA,,SUD AFRICA
M,28/12/2017,SUPERSANO ,LE,ITALIA
F,21/06/2017,SUPINO ,FR,ITALIA
M,17/04/2009,SURBO ,LE,ITALIA
M,07/11/2006,SURBO ,LE,ITALIA
M,02/09/2005,SUSEGANA ,TV,ITALIA
M,13/03/2015,SUSEGANA ,TV,ITALIA
F,02/09/2005,SUSEGANA ,TV,ITALIA
M,01/02/2020,SUSEGANA ,TV,ITALIA
F,28/10/2020,SUSEGANA ,TV,ITALIA
F,13/03/2015,SUSEGANA ,TV,ITALIA
F,02/09/2005,SUSEGANA ,TV,ITALIA
M,16/11/2009,SUSEGANA ,TV,ITALIA
M,16/11/2009,SUSEGANA ,TV,ITALIA
M,23/01/2010,SUSEGANA ,TV,ITALIA
M,16/11/2009,SUSEGANA ,TV,ITALIA
M,30/09/2019,SVEZIA,,SVEZIA
F,17/12/2019,SVIZZERA,,SVIZZERA
F,29/11/2006,SVIZZERA,,SVIZZERA
F,10/10/2011,SVIZZERA,,SVIZZERA
F,23/09/2004,SVIZZERA,,SVIZZERA
M,10/12/2014,SVIZZERA,,SVIZZERA
M,31/07/2008,SVIZZERA,,SVIZZERA
F,31/07/2008,SVIZZERA,,SVIZZERA
M,04/04/2005,SVIZZERA,,SVIZZERA
M,30/01/2017,SVIZZERA,,SVIZZERA
M,01/10/2001,SVIZZERA,,SVIZZERA
M,07/11/2005,SVIZZERA,,SVIZZERA
F,05/11/2001,SVIZZERA,,SVIZZERA
F,02/07/2004,SVIZZERA,,SVIZZERA
M,16/12/2002,SVIZZERA,,SVIZZERA
M,05/08/2020,SVIZZERA,,SVIZZERA
M,18/09/2012,SVIZZERA,,SVIZZERA
M,18/09/2012,SVIZZERA,,SVIZZERA
F,18/09/2012,SVIZZERA,,SVIZZERA
M,11/10/2017,SVIZZERA,,SVIZZERA
M,06/06/2002,SVIZZERA,,SVIZZERA
M,17/06/2019,SVIZZERA,,SVIZZERA
M,02/07/2004,SVIZZERA,,SVIZZERA
M,02/07/2004,SVIZZERA,,SVIZZERA
M,02/07/2004,SVIZZERA,,SVIZZERA
F,17/03/2008,SVIZZERA,,SVIZZERA
F,13/10/2000,SVIZZERA,,SVIZZERA
M,20/01/2014,TAGLIO DI PO ,RO,ITALIA
F,04/02/2008,TAIPANA ,UD,ITALIA
F,06/09/2017,TAIWAN,,TAIWAN
M,20/10/2014,TALMASSONS ,UD,ITALIA
F,03/06/2004,TALMASSONS ,UD,ITALIA
F,06/10/2012,TALMASSONS ,UD,ITALIA
F,20/06/2002,TALMASSONS ,UD,ITALIA
M,06/10/2012,TALMASSONS ,UD,ITALIA
F,04/06/2007,TALMASSONS ,UD,ITALIA
F,23/10/2001,TAMBRE ,BL,ITALIA
M,17/07/2018,TANZANIA,,TANZANIA
F,16/10/2009,TARANTO ,TA,ITALIA
F,21/06/2017,TARANTO ,TA,ITALIA
F,02/12/2003,TARANTO ,TA,ITALIA
M,02/12/2003,TARANTO ,TA,ITALIA
M,02/12/2003,TARANTO ,TA,ITALIA
M,02/12/2003,TARANTO ,TA,ITALIA
F,31/07/2017,TARANTO ,TA,ITALIA
M,02/07/2008,TARANTO ,TA,ITALIA
F,02/07/2008,TARANTO ,TA,ITALIA
M,08/06/2009,TARANTO ,TA,ITALIA
M,27/04/2017,TARANTO ,TA,ITALIA
M,31/07/2017,TARANTO ,TA,ITALIA
M,24/04/2014,TARANTO ,TA,ITALIA
F,31/07/2017,TARANTO ,TA,ITALIA
M,16/10/2009,TARANTO ,TA,ITALIA
M,05/02/2014,TARANTO ,TA,ITALIA
M,25/08/2012,TARANTO ,TA,ITALIA
F,17/10/2014,TARANTO ,TA,ITALIA
F,02/12/2003,TARANTO ,TA,ITALIA
M,14/01/2008,TARANTO ,TA,ITALIA
F,08/06/2009,TARANTO ,TA,ITALIA
M,07/07/2017,TARANTO ,TA,ITALIA
F,14/01/2008,TARANTO ,TA,ITALIA
F,15/02/2007,TARCENTO ,UD,ITALIA
M,23/03/2007,TARCENTO ,UD,ITALIA
M,16/11/2020,TARCENTO ,UD,ITALIA
F,17/04/2013,TARVISIO ,UD,ITALIA
F,29/08/2011,TARVISIO ,UD,ITALIA
M,06/08/2020,TARVISIO ,UD,ITALIA
F,16/07/2012,TARVISIO ,UD,ITALIA
F,16/07/2012,TARVISIO ,UD,ITALIA
F,29/08/2011,TARVISIO ,UD,ITALIA
M,15/02/2001,TARVISIO ,UD,ITALIA
F,06/09/2007,TARVISIO ,UD,ITALIA
M,09/06/2017,TARVISIO ,UD,ITALIA
F,06/02/2012,TARZO ,TV,ITALIA
M,06/02/2012,TARZO ,TV,ITALIA
M,06/02/2012,TARZO ,TV,ITALIA
M,06/02/2012,TARZO ,TV,ITALIA
M,21/10/2000,TARZO ,TV,ITALIA
M,21/06/2003,TAURIANOVA ,RC,ITALIA
F,21/10/2005,TAVAGNACCO ,UD,ITALIA
M,07/01/2005,TAVAGNACCO ,UD,ITALIA
M,09/03/2010,TAVAGNACCO ,UD,ITALIA
M,09/12/2013,TAVAGNACCO ,UD,ITALIA
M,20/01/2020,TAVAGNACCO ,UD,ITALIA
F,20/01/2020,TAVAGNACCO ,UD,ITALIA
M,26/09/2005,TAVAGNACCO ,UD,ITALIA
M,04/06/2016,TAVAGNACCO ,UD,ITALIA
M,09/11/2017,TAVAGNACCO ,UD,ITALIA
F,15/03/2001,TAVAGNACCO ,UD,ITALIA
M,04/04/2014,TAVAGNACCO ,UD,ITALIA
F,20/01/2020,TAVAGNACCO ,UD,ITALIA
F,07/03/2015,TAVAGNACCO ,UD,ITALIA
M,12/08/2011,TEGLIO VENETO ,VE,ITALIA
F,27/02/2012,TEGLIO VENETO ,VE,ITALIA
F,19/01/2005,TEGLIO VENETO ,VE,ITALIA
F,19/01/2005,TEGLIO VENETO ,VE,ITALIA
M,30/05/2018,TEGLIO VENETO ,VE,ITALIA
F,12/06/2001,TEGLIO VENETO ,VE,ITALIA
F,12/10/2013,TEGLIO VENETO ,VE,ITALIA
F,24/03/2001,TEGLIO VENETO ,VE,ITALIA
F,21/08/2008,TEGLIO VENETO ,VE,ITALIA
F,28/07/2011,TEGLIO VENETO ,VE,ITALIA
F,12/05/2010,TEGLIO VENETO ,VE,ITALIA
F,12/02/2020,TEGLIO VENETO ,VE,ITALIA
F,23/06/2010,TEGLIO VENETO ,VE,ITALIA
F,14/01/2016,TEGLIO VENETO ,VE,ITALIA
F,14/01/2016,TEGLIO VENETO ,VE,ITALIA
M,14/01/2016,TEGLIO VENETO ,VE,ITALIA
M,14/01/2016,TEGLIO VENETO ,VE,ITALIA
F,14/01/2016,TEGLIO VENETO ,VE,ITALIA
M,11/12/2000,TEGLIO VENETO ,VE,ITALIA
F,18/06/2005,TEGLIO VENETO ,VE,ITALIA
F,20/04/2001,TEGLIO VENETO ,VE,ITALIA
F,14/10/2010,TEGLIO VENETO ,VE,ITALIA
F,12/05/2015,TEGLIO VENETO ,VE,ITALIA
M,29/06/2019,TEGLIO VENETO ,VE,ITALIA
M,04/01/2014,TEGLIO VENETO ,VE,ITALIA
F,30/05/2005,TEGLIO VENETO ,VE,ITALIA
F,11/11/2019,TEGLIO VENETO ,VE,ITALIA
M,07/12/2013,TEGLIO VENETO ,VE,ITALIA
F,25/07/2006,TEGLIO VENETO ,VE,ITALIA
M,24/03/2003,TEGLIO VENETO ,VE,ITALIA
M,22/09/2006,TEGLIO VENETO ,VE,ITALIA
F,11/10/2010,TEGLIO VENETO ,VE,ITALIA
F,11/08/2008,TEGLIO VENETO ,VE,ITALIA
F,06/03/2008,TEGLIO VENETO ,VE,ITALIA
M,13/11/2007,TEGLIO VENETO ,VE,ITALIA
F,13/11/2007,TEGLIO VENETO ,VE,ITALIA
M,28/12/2005,TEGLIO VENETO ,VE,ITALIA
M,06/03/2008,TEGLIO VENETO ,VE,ITALIA
M,09/10/2013,TEGLIO VENETO ,VE,ITALIA
M,26/11/2009,TEGLIO VENETO ,VE,ITALIA
F,17/05/2012,TEGLIO VENETO ,VE,ITALIA
M,09/12/2011,TEGLIO VENETO ,VE,ITALIA
M,30/09/2014,TEGLIO VENETO ,VE,ITALIA
F,06/02/2019,TEGLIO VENETO ,VE,ITALIA
F,08/02/2013,TEGLIO VENETO ,VE,ITALIA
F,16/10/2009,TEGLIO VENETO ,VE,ITALIA
M,23/06/2014,TEGLIO VENETO ,VE,ITALIA
M,01/12/2014,TEGLIO VENETO ,VE,ITALIA
F,09/01/2014,TEGLIO VENETO ,VE,ITALIA
M,25/05/2004,TEGLIO VENETO ,VE,ITALIA
F,04/01/2006,TEGLIO VENETO ,VE,ITALIA
F,05/10/2009,TEGLIO VENETO ,VE,ITALIA
M,31/10/2002,TEGLIO VENETO ,VE,ITALIA
F,29/10/2002,TEGLIO VENETO ,VE,ITALIA
M,29/10/2002,TEGLIO VENETO ,VE,ITALIA
M,09/07/2001,TEGLIO VENETO ,VE,ITALIA
M,31/10/2002,TEGLIO VENETO ,VE,ITALIA
F,17/12/2008,TEGLIO VENETO ,VE,ITALIA
M,24/02/2004,TEGLIO VENETO ,VE,ITALIA
M,06/06/2013,TEGLIO VENETO ,VE,ITALIA
F,31/10/2002,TEGLIO VENETO ,VE,ITALIA
M,05/12/2014,TEGLIO VENETO ,VE,ITALIA
F,08/04/2015,TEGLIO VENETO ,VE,ITALIA
M,16/12/2014,TEGLIO VENETO ,VE,ITALIA
M,23/07/2010,TEGLIO VENETO ,VE,ITALIA
M,04/11/2010,TEGLIO VENETO ,VE,ITALIA
M,31/05/2013,TEGLIO VENETO ,VE,ITALIA
F,07/03/2017,TEGLIO VENETO ,VE,ITALIA
F,30/09/2020,TEGLIO VENETO ,VE,ITALIA
M,16/10/2001,TEGLIO VENETO ,VE,ITALIA
F,10/07/2004,TEGLIO VENETO ,VE,ITALIA
F,15/02/2010,TEGLIO VENETO ,VE,ITALIA
F,15/02/2010,TEGLIO VENETO ,VE,ITALIA
M,11/07/2017,TEGLIO VENETO ,VE,ITALIA
F,21/01/2008,TEGLIO VENETO ,VE,ITALIA
M,03/11/2008,TEGLIO VENETO ,VE,ITALIA
F,10/12/2019,TEGLIO VENETO ,VE,ITALIA
M,10/12/2019,TEGLIO VENETO ,VE,ITALIA
M,10/12/2019,TEGLIO VENETO ,VE,ITALIA
F,16/12/2014,TEGLIO VENETO ,VE,ITALIA
F,08/08/2007,TEGLIO VENETO ,VE,ITALIA
M,27/03/2019,TEGLIO VENETO ,VE,ITALIA
M,13/11/2017,TEGLIO VENETO ,VE,ITALIA
F,02/07/2001,TEGLIO VENETO ,VE,ITALIA
F,07/07/2020,TEGLIO VENETO ,VE,ITALIA
F,23/09/2020,TEGLIO VENETO ,VE,ITALIA
F,05/12/2014,TEGLIO VENETO ,VE,ITALIA
M,11/02/2004,TEGLIO VENETO ,VE,ITALIA
M,28/09/2016,TEGLIO VENETO ,VE,ITALIA
F,28/09/2016,TEGLIO VENETO ,VE,ITALIA
F,27/03/2019,TEGLIO VENETO ,VE,ITALIA
M,12/01/2010,TEGLIO VENETO ,VE,ITALIA
M,25/01/2011,TEGLIO VENETO ,VE,ITALIA
F,28/05/2019,TEGLIO VENETO ,VE,ITALIA
F,09/07/2015,TEGLIO VENETO ,VE,ITALIA
F,02/03/2020,TEGLIO VENETO ,VE,ITALIA
F,07/12/2009,TEGLIO VENETO ,VE,ITALIA
M,06/02/2019,TEGLIO VENETO ,VE,ITALIA
F,12/02/2020,TEGLIO VENETO ,VE,ITALIA
M,12/02/2020,TEGLIO VENETO ,VE,ITALIA
F,12/02/2020,TEGLIO VENETO ,VE,ITALIA
M,21/12/2009,TEGLIO VENETO ,VE,ITALIA
M,13/11/2010,TEGLIO VENETO ,VE,ITALIA
F,30/05/2018,TEGLIO VENETO ,VE,ITALIA
F,06/10/2012,TEGLIO VENETO ,VE,ITALIA
F,26/06/2013,TEGLIO VENETO ,VE,ITALIA
M,10/02/2014,TEGLIO VENETO ,VE,ITALIA
F,10/02/2014,TEGLIO VENETO ,VE,ITALIA
M,11/08/2008,TEGLIO VENETO ,VE,ITALIA
F,13/11/2017,TEGLIO VENETO ,VE,ITALIA
M,01/07/2009,TEGLIO VENETO ,VE,ITALIA
M,04/03/2020,TEGLIO VENETO ,VE,ITALIA
F,03/12/2009,TEGLIO VENETO ,VE,ITALIA
F,19/01/2005,TEGLIO VENETO ,VE,ITALIA
M,18/11/2013,TEGLIO VENETO ,VE,ITALIA
M,28/07/2011,TEGLIO VENETO ,VE,ITALIA
F,20/04/2001,TEGLIO VENETO ,VE,ITALIA
F,03/05/2010,TEGLIO VENETO ,VE,ITALIA
M,07/02/2012,TEGLIO VENETO ,VE,ITALIA
M,20/04/2001,TEGLIO VENETO ,VE,ITALIA
F,27/03/2015,TEGLIO VENETO ,VE,ITALIA
F,04/06/2012,TEGLIO VENETO ,VE,ITALIA
M,04/06/2012,TEGLIO VENETO ,VE,ITALIA
F,23/05/2012,TEGLIO VENETO ,VE,ITALIA
M,04/06/2012,TEGLIO VENETO ,VE,ITALIA
F,27/01/2016,TEGLIO VENETO ,VE,ITALIA
F,29/11/2012,TEGLIO VENETO ,VE,ITALIA
F,29/04/2002,TEGLIO VENETO ,VE,ITALIA
F,15/01/2020,TEGLIO VENETO ,VE,ITALIA
M,22/04/2006,TEGLIO VENETO ,VE,ITALIA
F,26/02/2013,TEGLIO VENETO ,VE,ITALIA
M,05/03/2010,TEGLIO VENETO ,VE,ITALIA
M,18/12/2003,TEGLIO VENETO ,VE,ITALIA
M,30/09/2002,TEGLIO VENETO ,VE,ITALIA
F,04/02/2002,TEGLIO VENETO ,VE,ITALIA
F,15/12/2012,TEGLIO VENETO ,VE,ITALIA
F,23/04/2019,TEGLIO VENETO ,VE,ITALIA
M,02/02/2002,TEGLIO VENETO ,VE,ITALIA
F,09/04/2005,TEGLIO VENETO ,VE,ITALIA
M,08/11/2003,TEGLIO VENETO ,VE,ITALIA
M,04/01/2008,TEGLIO VENETO ,VE,ITALIA
M,11/04/2007,TEGLIO VENETO ,VE,ITALIA
F,03/04/2009,TEGLIO VENETO ,VE,ITALIA
F,07/10/2011,TEGLIO VENETO ,VE,ITALIA
M,31/01/2011,TEGLIO VENETO ,VE,ITALIA
M,20/07/2012,TEGLIO VENETO ,VE,ITALIA
F,15/10/2018,TEGLIO VENETO ,VE,ITALIA
M,24/11/2001,TEGLIO VENETO ,VE,ITALIA
M,10/08/2009,TEGLIO VENETO ,VE,ITALIA
M,15/12/2012,TEGLIO VENETO ,VE,ITALIA
M,24/04/2012,TEGLIO VENETO ,VE,ITALIA
F,15/12/2012,TEGLIO VENETO ,VE,ITALIA
M,15/12/2012,TEGLIO VENETO ,VE,ITALIA
M,18/02/2003,TEGLIO VENETO ,VE,ITALIA
M,17/04/2004,TEGLIO VENETO ,VE,ITALIA
F,31/08/2011,TEGLIO VENETO ,VE,ITALIA
M,15/04/2010,TEGLIO VENETO ,VE,ITALIA
F,13/11/2007,TEGLIO VENETO ,VE,ITALIA
M,04/03/2003,TEGLIO VENETO ,VE,ITALIA
F,08/05/2015,TEGLIO VENETO ,VE,ITALIA
M,13/12/2000,TEGLIO VENETO ,VE,ITALIA
M,08/11/2000,TEGLIO VENETO ,VE,ITALIA
F,03/03/2017,TEGLIO VENETO ,VE,ITALIA
F,05/12/2017,TEGLIO VENETO ,VE,ITALIA
F,04/11/2015,TEGLIO VENETO ,VE,ITALIA
F,06/09/2018,TEGLIO VENETO ,VE,ITALIA
F,05/07/2001,TEGLIO VENETO ,VE,ITALIA
M,03/01/2013,TEGLIO VENETO ,VE,ITALIA
M,17/02/2009,TEGLIO VENETO ,VE,ITALIA
F,25/10/2013,TEGLIO VENETO ,VE,ITALIA
M,21/01/2008,TEGLIO VENETO ,VE,ITALIA
F,12/09/2000,TEGLIO VENETO ,VE,ITALIA
M,25/10/2004,TEGLIO VENETO ,VE,ITALIA
M,16/10/2009,TEGLIO VENETO ,VE,ITALIA
M,08/01/2016,TEGLIO VENETO ,VE,ITALIA
F,16/10/2009,TEGLIO VENETO ,VE,ITALIA
M,20/05/2019,TEGLIO VENETO ,VE,ITALIA
M,10/08/2015,TEGLIO VENETO ,VE,ITALIA
M,08/01/2016,TEGLIO VENETO ,VE,ITALIA
M,15/10/2008,TEGLIO VENETO ,VE,ITALIA
F,26/09/2005,TEGLIO VENETO ,VE,ITALIA
F,06/02/2004,TEGLIO VENETO ,VE,ITALIA
M,02/10/2017,TEGLIO VENETO ,VE,ITALIA
M,02/10/2017,TEGLIO VENETO ,VE,ITALIA
M,13/02/2019,TEGLIO VENETO ,VE,ITALIA
M,26/09/2005,TEGLIO VENETO ,VE,ITALIA
F,02/10/2017,TEGLIO VENETO ,VE,ITALIA
M,02/04/2014,TEGLIO VENETO ,VE,ITALIA
F,29/11/2012,TEGLIO VENETO ,VE,ITALIA
F,10/11/2008,TEGLIO VENETO ,VE,ITALIA
F,10/12/2019,TEGLIO VENETO ,VE,ITALIA
F,01/04/2019,TEGLIO VENETO ,VE,ITALIA
M,26/05/2017,TEGLIO VENETO ,VE,ITALIA
F,13/03/2014,TEGLIO VENETO ,VE,ITALIA
M,26/05/2017,TEGLIO VENETO ,VE,ITALIA
F,15/01/2007,TEGLIO VENETO ,VE,ITALIA
F,13/05/2015,TEGLIO VENETO ,VE,ITALIA
M,03/12/2009,TEGLIO VENETO ,VE,ITALIA
M,01/06/2013,TEGLIO VENETO ,VE,ITALIA
M,27/03/2006,TEGLIO VENETO ,VE,ITALIA
M,04/01/2006,TEGLIO VENETO ,VE,ITALIA
M,05/09/2020,TEGLIO VENETO ,VE,ITALIA
F,16/12/2014,TEGLIO VENETO ,VE,ITALIA
M,08/11/2000,TEGLIO VENETO ,VE,ITALIA
M,14/10/2010,TEGLIO VENETO ,VE,ITALIA
M,14/10/2010,TEGLIO VENETO ,VE,ITALIA
M,27/01/2014,TEGLIO VENETO ,VE,ITALIA
M,12/04/2007,TEGLIO VENETO ,VE,ITALIA
F,21/11/2001,TEGLIO VENETO ,VE,ITALIA
F,08/01/2002,TEGLIO VENETO ,VE,ITALIA
M,23/05/2000,TEGLIO VENETO ,VE,ITALIA
M,05/05/2011,TEGLIO VENETO ,VE,ITALIA
M,13/05/2013,TEGLIO VENETO ,VE,ITALIA
F,13/05/2013,TEGLIO VENETO ,VE,ITALIA
F,21/07/2016,TEGLIO VENETO ,VE,ITALIA
F,07/07/2020,TEGLIO VENETO ,VE,ITALIA
M,10/09/2013,TEGLIO VENETO ,VE,ITALIA
F,23/09/2020,TEGLIO VENETO ,VE,ITALIA
M,23/09/2020,TEGLIO VENETO ,VE,ITALIA
M,11/01/2002,TEGLIO VENETO ,VE,ITALIA
M,04/08/2007,TEGLIO VENETO ,VE,ITALIA
M,19/03/2019,TEGLIO VENETO ,VE,ITALIA
F,06/05/2003,TEGLIO VENETO ,VE,ITALIA
F,19/12/2016,TEGLIO VENETO ,VE,ITALIA
M,06/06/2000,TEGLIO VENETO ,VE,ITALIA
F,09/03/2005,TEGLIO VENETO ,VE,ITALIA
F,22/11/2010,TEGLIO VENETO ,VE,ITALIA
F,29/07/2004,TEGLIO VENETO ,VE,ITALIA
F,29/12/2005,TEGLIO VENETO ,VE,ITALIA
F,03/07/2017,TEGLIO VENETO ,VE,ITALIA
F,11/07/2017,TEGLIO VENETO ,VE,ITALIA
F,04/06/2012,TEGLIO VENETO ,VE,ITALIA
M,21/11/2001,TEGLIO VENETO ,VE,ITALIA
M,07/07/2008,TEGLIO VENETO ,VE,ITALIA
F,27/10/2017,TEGLIO VENETO ,VE,ITALIA
F,15/01/2002,TEGLIO VENETO ,VE,ITALIA
F,15/07/2009,TEGLIO VENETO ,VE,ITALIA
M,15/01/2020,TEGLIO VENETO ,VE,ITALIA
M,15/01/2020,TEGLIO VENETO ,VE,ITALIA
M,15/01/2020,TEGLIO VENETO ,VE,ITALIA
M,09/01/2010,TEGLIO VENETO ,VE,ITALIA
M,21/07/2016,TEGLIO VENETO ,VE,ITALIA
F,21/07/2016,TEGLIO VENETO ,VE,ITALIA
F,11/12/2000,TEGLIO VENETO ,VE,ITALIA
F,11/12/2000,TEGLIO VENETO ,VE,ITALIA
F,07/12/2013,TEGLIO VENETO ,VE,ITALIA
M,11/01/2018,TEGLIO VENETO ,VE,ITALIA
M,18/06/2005,TEGLIO VENETO ,VE,ITALIA
M,01/04/2019,TEGLIO VENETO ,VE,ITALIA
F,01/12/2011,TEGLIO VENETO ,VE,ITALIA
F,13/06/2014,TEGLIO VENETO ,VE,ITALIA
F,28/12/2005,TEGLIO VENETO ,VE,ITALIA
F,11/08/2000,TEGLIO VENETO ,VE,ITALIA
F,12/05/2018,TEGLIO VENETO ,VE,ITALIA
F,28/09/2016,TEGLIO VENETO ,VE,ITALIA
F,15/02/2010,TEGLIO VENETO ,VE,ITALIA
F,08/08/2018,TEGLIO VENETO ,VE,ITALIA
F,05/04/2006,TEGLIO VENETO ,VE,ITALIA
F,30/09/2020,TEGLIO VENETO ,VE,ITALIA
M,30/09/2020,TEGLIO VENETO ,VE,ITALIA
M,30/09/2020,TEGLIO VENETO ,VE,ITALIA
F,10/02/2000,TEGLIO VENETO ,VE,ITALIA
F,02/09/2016,TEGLIO VENETO ,VE,ITALIA
M,15/04/2005,TEGLIO VENETO ,VE,ITALIA
M,15/04/2005,TEGLIO VENETO ,VE,ITALIA
F,15/04/2005,TEGLIO VENETO ,VE,ITALIA
F,26/05/2017,TEGLIO VENETO ,VE,ITALIA
F,08/01/2016,TEGLIO VENETO ,VE,ITALIA
F,11/01/2018,TEGLIO VENETO ,VE,ITALIA
F,04/05/2018,TEGLIO VENETO ,VE,ITALIA
M,31/03/2015,TEGLIO VENETO ,VE,ITALIA
M,04/08/2020,TEGLIO VENETO ,VE,ITALIA
M,01/12/2011,TEGLIO VENETO ,VE,ITALIA
F,21/01/2019,TEGLIO VENETO ,VE,ITALIA
M,03/11/2009,TEGLIO VENETO ,VE,ITALIA
M,19/09/2012,TEGLIO VENETO ,VE,ITALIA
F,08/11/2000,TEGLIO VENETO ,VE,ITALIA
M,19/12/2016,TEGLIO VENETO ,VE,ITALIA
M,19/12/2016,TEGLIO VENETO ,VE,ITALIA
F,30/05/2005,TEGLIO VENETO ,VE,ITALIA
M,08/01/2004,TEGLIO VENETO ,VE,ITALIA
M,11/08/2008,TEGLIO VENETO ,VE,ITALIA
F,17/03/2004,TEGLIO VENETO ,VE,ITALIA
M,19/02/2014,TEGLIO VENETO ,VE,ITALIA
M,24/07/2013,TEGLIO VENETO ,VE,ITALIA
M,11/10/2010,TEGLIO VENETO ,VE,ITALIA
M,11/10/2010,TEGLIO VENETO ,VE,ITALIA
M,11/10/2010,TEGLIO VENETO ,VE,ITALIA
M,25/10/2002,TEGLIO VENETO ,VE,ITALIA
M,26/07/2006,TELESE TERME ,BN,ITALIA
M,17/01/2004,TELGATE ,BG,ITALIA
M,14/11/2003,TELGATE ,BG,ITALIA
F,14/11/2003,TELGATE ,BG,ITALIA
M,14/04/2008,TEOR ,UD,ITALIA
F,23/06/2003,TERLIZZI ,BA,ITALIA
M,01/10/2002,TERLIZZI ,BA,ITALIA
F,08/10/2012,TERLIZZI ,BA,ITALIA
F,25/10/2011,TERLIZZI ,BA,ITALIA
M,25/09/2012,TERLIZZI ,BA,ITALIA
M,23/06/2003,TERLIZZI ,BA,ITALIA
F,04/06/2008,TERME VIGLIATORE ,ME,ITALIA
M,07/01/2003,TERMOLI ,CB,ITALIA
F,19/09/2003,TERMOLI ,CB,ITALIA
F,19/09/2003,TERMOLI ,CB,ITALIA
F,07/09/2007,TERNI ,TR,ITALIA
M,07/09/2007,TERNI ,TR,ITALIA
M,07/09/2007,TERNI ,TR,ITALIA
M,06/03/2019,TERNI ,TR,ITALIA
M,13/09/2011,TERNI ,TR,ITALIA
M,12/11/2003,TERNO D'ISOLA ,BG,ITALIA
M,10/06/2002,TERRACINA ,LT,ITALIA
M,18/06/2008,TERRACINA ,LT,ITALIA
F,18/06/2008,TERRACINA ,LT,ITALIA
F,18/06/2008,TERRACINA ,LT,ITALIA
M,14/01/2006,TERRACINA ,LT,ITALIA
M,30/05/2003,TERRACINA ,LT,ITALIA
M,07/06/2004,TERRACINA ,LT,ITALIA
M,30/12/2003,TERRACINA ,LT,ITALIA
F,18/06/2008,TERRACINA ,LT,ITALIA
F,13/10/2004,TERRALBA ,OR,ITALIA
M,17/06/2009,TERRAVECCHIA ,CS,ITALIA
F,20/10/2011,TERRAVECCHIA ,CS,ITALIA
F,24/07/2009,TERRAZZO ,VR,ITALIA
M,24/07/2009,TERRAZZO ,VR,ITALIA
M,24/07/2009,TERRAZZO ,VR,ITALIA
M,21/04/2007,TERZIGNO ,NA,ITALIA
M,31/05/2008,TERZIGNO ,NA,ITALIA
