Sesso,DataImmigrazione,LuogoProvenienza,Provincia,Stato
F,31/12/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/04/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/05/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,24/06/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/05/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/02/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,06/06/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/08/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/03/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/01/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/06/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/01/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/01/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/03/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/12/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/12/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/03/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/09/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/09/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,10/05/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/06/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/10/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/12/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/03/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/12/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/04/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/04/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/12/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/10/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/10/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/05/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,27/10/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/11/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/11/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/07/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/06/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/10/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/12/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/03/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,06/02/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/10/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/11/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/11/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/01/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/02/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/11/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/07/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/12/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/07/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/10/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/10/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/01/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/01/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/10/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/01/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,24/10/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,10/07/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/12/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/06/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/11/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/06/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/02/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/07/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/04/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,01/04/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/05/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/08/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/01/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/06/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/08/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/08/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/08/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/05/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/02/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/05/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/09/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/07/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,17/10/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/03/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/01/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/05/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/06/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/10/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/08/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/06/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,24/04/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/10/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/07/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/01/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/04/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/08/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/12/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/12/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/09/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/05/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,01/10/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/09/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/09/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/07/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,16/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,24/02/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/01/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,24/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,24/06/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/05/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/06/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/09/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/05/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/10/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/10/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/11/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/10/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/09/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/10/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/10/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/12/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/05/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/10/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/02/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/02/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/02/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/11/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/05/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/08/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/12/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/06/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/06/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/10/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/01/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/02/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/12/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/10/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/02/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/02/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/07/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/07/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/09/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/12/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,30/09/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/03/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/02/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/08/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/08/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/04/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/04/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/04/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/09/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/12/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/11/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/05/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/02/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/09/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/09/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/08/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/02/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/10/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/12/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/01/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/09/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/12/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/03/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,30/05/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
F,30/05/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/09/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/11/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/04/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/10/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/11/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/01/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/11/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/10/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/11/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/11/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/10/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/05/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/02/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/08/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/02/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/11/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/03/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,06/04/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/09/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,12/01/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/03/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/05/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/10/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/03/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/07/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/06/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/03/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/04/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/04/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/04/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/12/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,28/06/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/12/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/01/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,30/03/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/03/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/03/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/03/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/04/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/09/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/03/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,24/11/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/05/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/08/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/08/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/11/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/03/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/02/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/09/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/12/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/12/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,24/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/07/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/01/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
F,17/09/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/09/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/01/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/01/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/12/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/01/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/09/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/11/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/06/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/03/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/03/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/10/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,19/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,10/06/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/09/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/06/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,10/06/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/05/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/08/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/08/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/09/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/03/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/01/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,10/07/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
F,30/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,30/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
F,30/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/02/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/03/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/03/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,01/03/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,24/03/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/11/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/01/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,16/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/01/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/11/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/03/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/07/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/12/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/12/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/10/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/07/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/04/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,31/08/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/08/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/04/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/12/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,17/03/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/06/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/03/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,16/11/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/02/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/11/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/04/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/03/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/04/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/02/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,10/01/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/11/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/02/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/10/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/10/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/02/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/04/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/06/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,14/01/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/06/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/11/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/09/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/07/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/05/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,17/10/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/01/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/04/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/05/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/07/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/08/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/12/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/03/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/01/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/05/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/09/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/06/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/10/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/12/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/07/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/04/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,26/08/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
M,31/10/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/04/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,24/04/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/11/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/11/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/11/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/02/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/01/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,06/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/09/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,06/09/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/07/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
M,10/07/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
