DATA ISCRIZIONE,DESCRIZIONE COMUNE PROVENIENZA,SIGLA PROVINCIA PROVENIENZA,STATO ESTERO DI PROVENIENZA
14/04/91,LATISANA,UD,
05/04/91,LATISANA,UD,
24/03/91,LATISANA,UD,
08/05/91,LATISANA,UD,
19/04/91,LATISANA,UD,
15/04/91,LATISANA,UD,
22/03/91,SAN VITO AL TAGLIAMENTO,PN,
02/05/91,POCENIA,UD,
23/05/91,LATISANA,UD,
11/05/91,SAN VITO AL TAGLIAMENTO,PN,
01/06/91,LATISANA,UD,
31/05/91,SAN VITO AL TAGLIAMENTO,PN,
25/05/91,PORTOGRUARO,VE,
20/05/91,VENEZIA,VE,
01/06/91,ARGENTINA,,ARGENTINA
01/06/91,ARGENTINA,,ARGENTINA
13/04/18,PORTOGRUARO,VE,
05/06/91,CONCORDIA SAGITTARIA,VE,
05/06/91,CONCORDIA SAGITTARIA,VE,
30/05/91,CODROIPO,UD,
25/07/03,PRAMAGGIORE,VE,
25/07/03,PRAMAGGIORE,VE,
18/06/91,LATISANA,UD,
11/06/91,LATISANA,UD,
08/07/91,LATISANA,UD,
05/07/91,LATISANA,UD,
16/07/91,LATISANA,UD,
12/07/91,LATISANA,UD,
11/02/19,FOSSALTA DI PORTOGRUARO,VE,
17/08/91,TREMEZZO,CO,
19/07/91,TREMEZZO,CO,
19/07/91,TREMEZZO,CO,
03/06/91,MILANO,MI,
27/08/91,LATISANA,UD,
10/09/91,SAN VITO AL TAGLIAMENTO,PN,
07/04/15,RAVENNA,RA,
04/10/91,FOSSALTA DI PORTOGRUARO,VE,
04/10/91,FOSSALTA DI PORTOGRUARO,VE,
21/09/91,LATISANA,UD,
21/09/91,LATISANA,UD,
27/01/93,CASARSA DELLA DELIZIA,PN,
10/10/91,ROSIGNANO MARITTIMO,LI,
10/10/91,ROSIGNANO MARITTIMO,LI,
30/09/91,LATISANA,UD,
16/10/91,LATISANA,UD,
13/10/91,LATISANA,UD,
04/11/91,LATISANA,UD,
18/11/91,LATISANA,UD,
23/11/91,LATISANA,UD,
04/09/00,CAVALESE,TN,
04/11/91,LATISANA,UD,
04/04/13,SESTO AL REGHENA,PN,
21/06/91,LIGNANO SABBIADORO,UD,
12/12/91,LATISANA,UD,
20/12/91,LATISANA,UD,
09/12/91,LATISANA,UD,
23/12/91,SAN VITO AL TAGLIAMENTO,PN,
18/01/92,LATISANA,UD,
21/10/16,FOSSALTA DI PORTOGRUARO,VE,
31/10/12,LATISANA,UD,
28/05/18,LATISANA,UD,
20/12/91,SAN STINO DI LIVENZA,VE,
27/12/91,PRATO CARNICO,UD,
19/11/91,TERLANO,BZ,
02/12/91,FOSSALTA DI PORTOGRUARO,VE,
20/12/91,ERACLEA,VE,
20/12/91,ERACLEA,VE,
11/08/06,LATISANA,UD,
20/12/91,ERACLEA,VE,
30/10/91,FOSSALTA DI PORTOGRUARO,VE,
28/01/92,OSOPPO,UD,
20/01/92,CORDENONS,PN,
17/12/91,LATISANA,UD,
23/01/92,CERVIGNANO DEL FRIULI,UD,
08/02/02,WUPPERTAL,,GERMANIA
08/02/02,WUPPERTAL,,GERMANIA
07/12/91,TOBATI,,PARAGUAY
18/12/91,ZURIGO,,SVIZZERA
18/12/91,FAGNANO CASTELLO,CS,
31/01/92,SAN VITO AL TAGLIAMENTO,PN,
27/01/92,LATISANA,UD,
18/12/91,LATISANA,UD,
29/01/92,PORTOGRUARO,VE,
03/02/92,PORTOGRUARO,VE,
17/01/92,LATISANA,UD,
17/02/92,SAN VITO AL TAGLIAMENTO,PN,
26/02/92,LATISANA,UD,
29/02/92,LATISANA,UD,
05/03/92,LATISANA,UD,
18/09/12,SAN VITO AL TAGLIAMENTO,PN,
26/02/92,PORTOGRUARO,VE,
21/02/92,LATISANA,UD,
16/01/92,RICCIONE,RN,
05/02/04,LATISANA,UD,
05/02/04,LATISANA,UD,
16/03/92,LONGARONE,BL,
21/12/06,GERMANIA,,GERMANIA
27/11/91,GONARS,UD,
27/11/91,GONARS,UD,
07/03/92,CONCORDIA SAGITTARIA,VE,
20/03/92,LATISANA,UD,
16/03/92,LATISANA,UD,
01/04/92,LATISANA,UD,
02/03/92,ROPPOLO,BI,
01/04/92,LATISANA,UD,
31/12/19,SAVONA,SV,
28/03/92,LATISANA,UD,
11/04/92,LATISANA,UD,
30/04/92,LATISANA,UD,
24/04/92,LATISANA,UD,
29/04/92,LATISANA,UD,
29/06/06,LA MADDALENA,SS,
26/04/92,LATISANA,UD,
28/04/92,LATISANA,UD,
14/04/92,FOSSALTA DI PORTOGRUARO,VE,
21/05/92,PORTOGRUARO,VE,
02/06/92,PORTOGRUARO,VE,
19/05/92,LATISANA,UD,
04/05/92,LATISANA,UD,
16/05/92,LATISANA,UD,
16/05/92,LATISANA,UD,
02/07/92,SPILIMBERGO,PN,
20/05/92,LATISANA,UD,
20/05/92,LATISANA,UD,
07/05/92,PORTOGRUARO,VE,
07/05/92,PORTOGRUARO,VE,
10/07/92,SAN FIOR,TV,
24/03/92,CONCORDIA SAGITTARIA,VE,
10/06/92,ARGENTINA,,ARGENTINA
08/07/92,PORTOGRUARO,VE,
09/05/92,LATISANA,UD,
16/05/92,LATISANA,UD,
27/05/92,LATISANA,UD,
09/07/92,SAN VITO AL TAGLIAMENTO,PN,
16/07/92,SAN VITO AL TAGLIAMENTO,PN,
31/03/92,ALBANELLA,SA,
31/03/92,ALBANELLA,SA,
31/03/92,ALBANELLA,SA,
12/06/92,LATISANA,UD,
18/05/92,LATISANA,UD,
13/08/92,SAN VITO AL TAGLIAMENTO,PN,
21/07/92,PORTOGRUARO,VE,
13/12/14,PORTOGRUARO,VE,
05/07/92,LATISANA,UD,
08/08/92,LATISANA,UD,
25/08/92,ALBANELLA,SA,
11/08/92,LIGNANO SABBIADORO,UD,
11/08/92,LIGNANO SABBIADORO,UD,
11/08/92,LIGNANO SABBIADORO,UD,
18/07/92,LATISANA,UD,
26/05/92,BERGANTINO,RO,
04/01/02,LIGNANO SABBIADORO,UD,
21/09/92,DOLO,VE,
21/09/92,DOLO,VE,
09/09/92,LATISANA,UD,
15/09/92,TRIESTE,TS,
15/09/92,LATISANA,UD,
18/07/12,LATISANA,UD,
30/09/92,ADRIA,RO,
30/07/92,VERONA,VR,
24/08/92,LATISANA,UD,
20/10/92,PORTOGRUARO,VE,
09/10/92,LIGNANO SABBIADORO,UD,
09/10/92,LIGNANO SABBIADORO,UD,
01/09/92,PRAMAGGIORE,VE,
01/09/92,PRAMAGGIORE,VE,
01/09/92,PRAMAGGIORE,VE,
10/10/92,FOSSALTA DI PORTOGRUARO,VE,
10/10/92,FOSSALTA DI PORTOGRUARO,VE,
09/10/92,JESOLO,VE,
18/10/92,TREVISO,TV,
03/10/92,LATISANA,UD,
19/10/92,SAN VITO AL TAGLIAMENTO,PN,
12/10/92,SCHIFFLANGE,,LUSSEMBURGO
27/10/92,LATISANA,UD,
13/11/92,PORTOGRUARO,VE,
01/12/92,LATISANA,UD,
30/10/92,VENEZIA,VE,
16/11/92,LATISANA,UD,
02/12/92,LATISANA,UD,
27/11/92,LATISANA,UD,
07/11/92,LATISANA,UD,
28/11/92,PORTOGRUARO,VE,
13/11/92,LIGNANO SABBIADORO,UD,
21/10/16,FOSSALTA DI PORTOGRUARO,VE,
05/12/92,LATISANA,UD,
11/01/93,LATISANA,UD,
15/01/93,LATISANA,UD,
18/01/93,PORTOGRUARO,VE,
26/12/92,SAN VITO AL TAGLIAMENTO,PN,
26/01/93,LATISANA,UD,
20/01/93,LATISANA,UD,
27/01/93,CASARSA DELLA DELIZIA,PN,
28/02/93,LATISANA,UD,
04/02/93,BASSANO DEL GRAPPA,VI,
03/02/93,PORDENONE,PN,
25/02/93,MORSANO AL TAGLIAMENTO,PN,
31/03/93,PORTOGRUARO,VE,
27/03/93,LATISANA,UD,
17/02/93,GRUGLIASCO,TO,
10/03/93,LATISANA,UD,
13/02/93,LATISANA,UD,
13/02/93,LATISANA,UD,
13/02/93,LATISANA,UD,
15/03/93,LATISANA,UD,
16/04/93,LATISANA,UD,
14/05/93,LATISANA,UD,
14/05/93,LIGNANO SABBIADORO,UD,
05/05/93,LATISANA,UD,
12/04/93,LATISANA,UD,
04/05/93,SAN VITO AL TAGLIAMENTO,PN,
24/05/93,LATISANA,UD,
03/06/93,REFRONTOLO,TV,
11/06/93,SAN VITO AL TAGLIAMENTO,PN,
03/07/93,LATISANA,UD,
27/06/93,LATISANA,UD,
21/06/93,LATISANA,UD,
26/03/93,ORMELLE,TV,
01/07/93,POCENIA,UD,
01/07/93,POCENIA,UD,
01/07/93,POCENIA,UD,
01/07/93,POCENIA,UD,
11/06/93,MONFALCONE,GO,
20/05/93,LATISANA,UD,
06/06/93,SAN VITO AL TAGLIAMENTO,PN,
21/06/93,MONTECATINI-TERME,PT,
10/06/93,LATISANA,UD,
17/07/93,PORDENONE,PN,
14/06/93,NAPOLI,NA,
29/06/93,LATISANA,UD,
20/07/93,PORTOGRUARO,VE,
20/07/93,PORTOGRUARO,VE,
20/07/93,PORTOGRUARO,VE,
27/06/17,FRANCIA,,FRANCIA
18/06/19,LATISANA,UD,
13/08/93,SAN VITO AL TAGLIAMENTO,PN,
10/08/93,LATISANA,UD,
01/04/93,OSTUNI,BR,
01/04/93,OSTUNI,BR,
31/07/93,LATISANA,UD,
29/07/93,LATISANA,UD,
27/07/93,PORTOGRUARO,VE,
25/07/93,SAN VITO AL TAGLIAMENTO,PN,
20/07/93,LATISANA,UD,
19/07/93,LATISANA,UD,
19/07/93,LATISANA,UD,
27/08/93,LATISANA,UD,
09/09/93,REPUBBLICA CECAERRATO,,REPUBBLICA CECA
29/08/93,LATISANA,UD,
09/09/93,FOSSALTA DI PORTOGRUARO,VE,
03/09/93,PORTOGRUARO,VE,
07/09/93,LATISANA,UD,
16/09/93,LATISANA,UD,
26/09/93,LATISANA,UD,
26/09/93,LATISANA,UD,
21/09/93,LATISANA,UD,
04/10/93,LATISANA,UD,
30/09/93,LATISANA,UD,
29/09/93,PORTOGRUARO,VE,
12/10/93,CIVIDALE DEL FRIULI,UD,
24/10/93,SAN VITO AL TAGLIAMENTO,PN,
16/09/93,MONFALCONE,GO,
01/11/93,LATISANA,UD,
16/10/93,SAN VITO AL TAGLIAMENTO,PN,
24/10/93,LATISANA,UD,
16/10/93,LATISANA,UD,
11/10/93,BRESSO,MI,
29/10/93,TORRE DI MOSTO,VE,
26/11/93,SAN STINO DI LIVENZA,VE,
09/11/93,CARMIGNANO DI BRENTA,PD,
09/11/93,CARMIGNANO DI BRENTA,PD,
07/12/20,LATISANA,UD,
20/11/93,SANT'ANTONINO DI SUSA,TO,
01/12/93,CIVIDALE DEL FRIULI,UD,
14/12/20,RONCHIS,UD,
11/12/93,LATISANA,UD,
03/12/93,FOSSALTA DI PORTOGRUARO,VE,
03/12/93,FOSSALTA DI PORTOGRUARO,VE,
03/12/93,FOSSALTA DI PORTOGRUARO,VE,
03/12/93,FOSSALTA DI PORTOGRUARO,VE,
02/12/93,LATISANA,UD,
03/12/93,LATISANA,UD,
18/12/93,LATISANA,UD,
19/11/93,CORIGLIANO CALABRO,CS,
19/11/93,CORIGLIANO CALABRO,CS,
16/11/93,VERONA,VR,
16/11/93,PORTOGRUARO,VE,
20/12/99,CONEGLIANO,TV,
06/01/94,LATISANA,UD,
10/01/94,LATISANA,UD,
14/01/94,LATISANA,UD,
20/11/93,VENEZIA,VE,
25/01/94,MORSANO AL TAGLIAMENTO,PN,
10/12/93,MILANO,MI,
01/12/09,LATISANA,UD,
14/01/94,LATISANA,UD,
08/02/94,LATISANA,UD,
08/02/94,LATISANA,UD,
31/01/94,PORTOGRUARO,VE,
29/01/94,LATISANA,UD,
06/03/18,LATISANA,UD,
29/01/94,LATISANA,UD,
25/11/93,VILLORBA,TV,
10/02/94,BARILE,PZ,
19/02/94,ANNONE VENETO,VE,
01/02/94,CROAZIA,,CROAZIA
07/03/17,LATISANA,UD,
09/02/94,BUTTIGLIERA ALTA,TO,
11/02/94,LATISANA,UD,
11/03/94,LATISANA,UD,
17/03/94,LATISANA,UD,
08/02/02,WUPPERTAL,,GERMANIA
25/02/94,LATISANA,UD,
21/03/94,LATISANA,UD,
27/11/06,PORTOGRUARO,VE,
08/04/94,CROAZIA,,CROAZIA
08/04/94,CROAZIA,,CROAZIA
19/02/94,VELLETRI,RM,
19/02/94,VELLETRI,RM,
28/03/94,VENEZIA,VE,
02/04/94,LATISANA,UD,
05/04/94,LATISANA,UD,
01/04/94,MEDUNO,PN,
22/02/94,MONTECCHIO MAGGIORE,VI,
12/04/94,LATISANA,UD,
11/04/94,LATISANA,UD,
18/11/98,TEGLIO VENETO,VE,
27/04/94,FONTANAFREDDA,PN,
03/05/94,PORTOGRUARO,VE,
03/05/94,LATISANA,UD,
24/04/94,SAN VITO AL TAGLIAMENTO,PN,
18/04/94,SAN VITO AL TAGLIAMENTO,PN,
08/05/94,LATISANA,UD,
14/05/94,LATISANA,UD,
03/05/94,LATISANA,UD,
20/05/94,PORTOGRUARO,VE,
15/04/11,PORTOGRUARO,VE,
17/05/94,LATISANA,UD,
03/06/94,SAN VITO AL TAGLIAMENTO,PN,
04/05/94,SAN VITO AL TAGLIAMENTO,PN,
16/07/14,PALMANOVA,UD,
05/07/94,LATISANA,UD,
20/06/94,LATISANA,UD,
20/06/94,LATISANA,UD,
17/06/94,LATISANA,UD,
26/05/94,NALLES,BZ,
27/05/94,LATISANA,UD,
03/06/94,LATISANA,UD,
25/06/94,LATISANA,UD,
07/05/94,ABANO TERME,PD,
31/05/94,LATISANA,UD,
28/06/94,LATISANA,UD,
02/06/94,FOSSALTA DI PORTOGRUARO,VE,
02/06/94,FOSSALTA DI PORTOGRUARO,VE,
18/06/94,FOSSALTA DI PORTOGRUARO,VE,
18/06/94,FOSSALTA DI PORTOGRUARO,VE,
12/07/94,LATISANA,UD,
16/07/94,LAGOSANTO,FE,
16/07/94,LAGOSANTO,FE,
25/07/94,LATISANA,UD,
17/07/94,LATISANA,UD,
15/06/94,LATISANA,UD,
14/06/94,SAN STINO DI LIVENZA,VE,
31/07/94,LATISANA,UD,
07/08/94,SAN VITO AL TAGLIAMENTO,PN,
31/07/94,LATISANA,UD,
25/05/06,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
25/05/06,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
20/05/09,CORDENONS,PN,
25/05/06,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
01/08/94,LATISANA,UD,
06/08/94,LATISANA,UD,
23/08/12,SPILIMBERGO,PN,
27/08/94,CAORLE,VE,
27/08/94,LATISANA,UD,
29/08/94,LATISANA,UD,
29/06/94,LATISANA,UD,
14/09/98,SVIZZERA,,SVIZZERA
06/03/19,LATISANA,UD,
20/09/94,SARAJEVO,,BOSNIA-ERZEGOVINA
29/01/10,LATISANA,UD,
20/09/94,SARAJEVO,,BOSNIA-ERZEGOVINA
29/09/94,------------,RN,
23/09/94,PORTOGRUARO,VE,
23/09/94,LATISANA,UD,
15/10/94,ANNONE VENETO,VE,
26/10/94,LATISANA,UD,
20/10/94,LIGNANO SABBIADORO,UD,
10/10/94,PALAZZOLO DELLO STELLA,UD,
25/10/94,APPIANO SULLA STRADA DEL VINO,BZ,
28/09/99,PORTOGRUARO,VE,
28/09/99,PORTOGRUARO,VE,
28/05/03,MUSILE DI PIAVE,VE,
28/05/03,MUSILE DI PIAVE,VE,
26/11/94,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
26/11/94,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
26/11/94,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
29/10/94,PORTOGRUARO,VE,
11/11/94,LATISANA,UD,
11/11/94,CAORLE,VE,
11/11/94,CAORLE,VE,
06/09/19,GERMANIA,,GERMANIA
26/03/09,CAORLE,VE,
02/07/19,LATISANA,UD,
22/12/20,LATISANA,UD,
14/11/94,FOSSALTA DI PORTOGRUARO,VE,
11/10/94,FOSSALTA DI PORTOGRUARO,VE,
30/11/94,LATISANA,UD,
29/11/94,CAORLE,VE,
29/11/94,CAORLE,VE,
06/12/17,ALGERIA,,ALGERIA
21/10/94,PORTOGRUARO,VE,
25/11/94,PORTOGRUARO,VE,
30/11/94,TORINO,TO,
02/12/94,GRUGLIASCO,TO,
02/12/94,GRUGLIASCO,TO,
04/07/12,ALBIGNASEGO,PD,
13/12/11,LATISANA,UD,
10/12/94,LATISANA,UD,
17/11/94,CONEGLIANO,TV,
20/12/94,LATISANA,UD,
09/12/94,SAN VITO AL TAGLIAMENTO,PN,
01/12/94,CORVARA IN BADIA,BZ,
01/12/94,CORVARA IN BADIA,BZ,
09/12/94,SAN VITO AL TAGLIAMENTO,PN,
20/12/94,LATISANA,UD,
20/12/94,LATISANA,UD,
09/12/94,PORTOGRUARO,VE,
30/09/94,MILANO,MI,
20/12/94,MONFALCONE,GO,
04/01/95,LATISANA,UD,
29/12/94,LATISANA,UD,
24/01/95,REPUBBLICA CECAERRATO,,REPUBBLICA CECA
09/01/95,CEGGIA,VE,
09/01/95,CEGGIA,VE,
09/01/95,CEGGIA,VE,
09/12/94,BUDONI,NU,
09/01/95,LATISANA,UD,
28/12/94,LATISANA,UD,
09/01/95,BADIA,BZ,
09/01/95,BADIA,BZ,
02/02/95,LATISANA,UD,
13/02/95,LATISANA,UD,
14/01/95,MORSANO AL TAGLIAMENTO,PN,
09/02/95,LATISANA,UD,
12/12/03,MILANO,MI,
04/02/95,SAN VITO AL TAGLIAMENTO,PN,
17/02/95,LATISANA,UD,
20/02/95,LATISANA,UD,
21/02/95,BRUGNERA,PN,
17/02/95,PIAZZOLA SUL BRENTA,PD,
08/03/95,PORTOGRUARO,VE,
26/01/95,MOLA DI BARI,BA,
09/03/95,LATISANA,UD,
23/02/95,CONCORDIA SAGITTARIA,VE,
07/03/95,LATISANA,UD,
28/02/95,PORTOGRUARO,VE,
15/02/95,TRIESTE,TS,
01/03/95,LATISANA,UD,
06/05/13,PORTOGRUARO,VE,
14/03/95,CONCORDIA SAGITTARIA,VE,
14/03/95,CONCORDIA SAGITTARIA,VE,
14/03/95,CONCORDIA SAGITTARIA,VE,
14/03/95,CONCORDIA SAGITTARIA,VE,
23/03/95,LATISANA,UD,
23/03/95,LATISANA,UD,
08/03/95,PRECENICCO,UD,
11/11/94,SAN VITO AL TAGLIAMENTO,PN,
13/04/95,LATISANA,UD,
16/04/95,LATISANA,UD,
12/04/95,LATISANA,UD,
21/04/95,PORTOGRUARO,VE,
27/03/95,CETRARO,CS,
18/04/95,PORTOGRUARO,VE,
25/03/19,CINTO CAOMAGGIORE,VE,
28/04/95,RONCHIS,UD,
24/04/95,PORTOGRUARO,VE,
24/04/95,PORTOGRUARO,VE,
03/04/95,LATISANA,UD,
15/06/95,SVIZZERA,,SVIZZERA
22/09/17,LIGNANO SABBIADORO,UD,
05/07/95,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
05/07/95,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
05/07/95,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
05/07/95,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
30/05/95,LATISANA,UD,
16/06/95,LATISANA,UD,
16/06/95,LATISANA,UD,
09/08/13,VALDAGNO,VI,
20/07/95,LATISANA,UD,
03/07/95,LATISANA,UD,
01/07/95,UDINE,UD,
13/07/95,LATISANA,UD,
09/07/95,LATISANA,UD,
24/05/95,PORTOGRUARO,VE,
28/06/95,PADOVA,PD,
30/07/95,SAN VITO AL TAGLIAMENTO,PN,
17/08/95,LATISANA,UD,
12/08/95,CASARSA DELLA DELIZIA,PN,
29/08/95,PORTOGRUARO,VE,
28/08/95,LATISANA,UD,
20/08/95,SAN VITO AL TAGLIAMENTO,PN,
29/08/95,LATISANA,UD,
06/06/95,GEMONA DEL FRIULI,UD,
06/06/95,GEMONA DEL FRIULI,UD,
06/06/95,GEMONA DEL FRIULI,UD,
18/11/98,TEGLIO VENETO,VE,
11/09/95,PAGNACCO,UD,
11/09/95,PAGNACCO,UD,
23/09/95,LATISANA,UD,
02/10/95,COSSATO,BI,
02/10/95,COSSATO,BI,
08/10/95,SAN VITO AL TAGLIAMENTO,PN,
25/09/95,LATISANA,UD,
05/10/95,LATISANA,UD,
03/10/95,SAN VITO AL TAGLIAMENTO,PN,
02/10/95,BASSANO DEL GRAPPA,VI,
04/10/95,LATISANA,UD,
16/10/95,LATISANA,UD,
07/10/95,FOSSALTA DI PORTOGRUARO,VE,
05/10/95,CAMINO AL TAGLIAMENTO,UD,
14/10/95,CAORLE,VE,
14/10/95,CAORLE,VE,
23/10/95,LATISANA,UD,
14/10/95,ODERZO,TV,
28/12/98,TARVISIO,UD,
21/09/95,JESOLO,VE,
31/10/95,FOSSALTA DI PORTOGRUARO,VE,
14/10/95,PRECENICCO,UD,
20/11/03,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
20/11/03,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
20/11/03,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
14/01/04,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
14/10/95,PRECENICCO,UD,
28/12/98,TARVISIO,UD,
08/11/95,VIGODARZERE,PD,
20/11/95,LATISANA,UD,
13/11/95,LIGNANO SABBIADORO,UD,
12/11/95,SAN VITO AL TAGLIAMENTO,PN,
21/11/95,PORTOGRUARO,VE,
04/12/95,CONCORDIA SAGITTARIA,VE,
04/12/95,LATISANA,UD,
14/12/95,LATISANA,UD,
23/11/95,SAN QUIRINO,PN,
27/05/95,NAPOLI,NA,
29/11/95,LATISANA,UD,
16/12/95,VARMO,UD,
16/12/95,TALMASSONS,UD,
22/12/95,CAORLE,VE,
22/12/95,CAORLE,VE,
22/12/95,CAORLE,VE,
22/12/95,CAORLE,VE,
28/12/95,COSEANO,UD,
13/01/96,GAVOI,NU,
07/01/96,LATISANA,UD,
11/01/96,LATISANA,UD,
21/01/96,LATISANA,UD,
10/03/05,LATISANA,UD,
20/12/95,PORTOGRUARO,VE,
12/01/96,RIVE D'ARCANO,UD,
15/01/96,SAN GIORGIO DI NOGARO,UD,
21/05/14,CASTIGLIONE DELLE STIVIERE,MN,
03/03/96,LATISANA,UD,
10/02/96,VENEZIA,VE,
23/02/96,VERONA,VR,
08/11/95,NAPOLI,NA,
14/03/96,LATISANA,UD,
29/02/96,SAN VITO AL TAGLIAMENTO,PN,
13/03/96,LATISANA,UD,
14/11/95,NAPOLI,NA,
26/03/96,LATISANA,UD,
07/03/96,SELVAZZANO DENTRO,PD,
23/03/96,LATISANA,UD,
20/02/07,SAN MICHELE AL TAGLIAMENTO,VE,
11/04/96,RUSSIA,,FEDERAZIONE RUSSA
27/03/96,FOSSALTA DI PORTOGRUARO,VE,
27/03/96,FOSSALTA DI PORTOGRUARO,VE,
14/04/96,LATISANA,UD,
10/04/96,LATISANA,UD,
04/04/96,LATISANA,UD,
12/03/96,MILANO,MI,
06/04/96,TEOR,UD,
11/05/96,SAN VITO AL TAGLIAMENTO,PN,
15/05/96,LATISANA,UD,
30/04/96,LATISANA,UD,
17/05/96,GRUARO,VE,
23/05/96,LATISANA,UD,
29/04/96,LATISANA,UD,
23/05/96,LATISANA,UD,
29/04/96,TRIESTE,TS,
07/05/96,SAN STINO DI LIVENZA,VE,
21/05/96,LATISANA,UD,
17/05/96,MORSANO AL TAGLIAMENTO,PN,
13/06/96,SAN VITO AL TAGLIAMENTO,PN,
17/06/96,SAN VITO AL TAGLIAMENTO,PN,
27/05/96,SAN VITO AL TAGLIAMENTO,PN,
06/06/96,LOANO,SV,
06/06/96,LOANO,SV,
01/07/96,LATISANA,UD,
03/07/96,LATISANA,UD,
01/07/96,LATISANA,UD,
30/06/96,LATISANA,UD,
09/07/96,LATISANA,UD,
13/07/96,LATISANA,UD,
01/06/96,LATISANA,UD,
14/07/96,PORTOGRUARO,VE,
17/07/96,LATISANA,UD,
05/07/96,LATISANA,UD,
11/07/96,PRAMAGGIORE,VE,
11/07/96,CINTO CAOMAGGIORE,VE,
11/07/96,SORISOLE,BG,
11/07/96,SORISOLE,BG,
02/08/96,LATISANA,UD,
07/08/96,TORVISCOSA,UD,
07/08/96,TORVISCOSA,UD,
31/08/96,LATISANA,UD,
20/08/96,PORTOGRUARO,VE,
20/08/96,PORTOGRUARO,VE,
01/08/96,TORRE DI MOSTO,VE,
11/09/96,SAN VITO AL TAGLIAMENTO,PN,
30/05/96,BASILIANO,UD,
04/10/96,BRASILE,,BRASILE
27/09/96,LATISANA,UD,
16/09/96,LATISANA,UD,
03/10/96,LATISANA,UD,
23/09/96,AZZANO DECIMO,PN,
23/09/96,AZZANO DECIMO,PN,
23/09/96,AZZANO DECIMO,PN,
25/09/04,MONASTIER DI TREVISO,TV,
15/10/96,LATISANA,UD,
11/10/96,FOSSALTA DI PORTOGRUARO,VE,
07/10/96,SAN VITO AL TAGLIAMENTO,PN,
03/11/96,LATISANA,UD,
30/09/96,LATISANA,UD,
09/11/96,LATISANA,UD,
24/10/96,PORTOGRUARO,VE,
07/11/96,VARMO,UD,
29/10/96,PRAMAGGIORE,VE,
29/12/12,PADOVA,PD,
06/11/18,LIGNANO SABBIADORO,UD,
20/11/96,LATISANA,UD,
21/11/96,LATISANA,UD,
04/12/96,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
04/12/96,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
04/12/96,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
25/09/04,MONASTIER DI TREVISO,TV,
02/12/96,LATISANA,UD,
26/11/96,LATISANA,UD,
05/12/96,LATISANA,UD,
10/12/96,PORTOGRUARO,VE,
10/10/96,BERGAMO,BG,
12/12/96,PORTOGRUARO,VE,
11/01/97,PORTOGRUARO,VE,
03/01/97,LATISANA,UD,
09/01/97,LATISANA,UD,
03/01/97,LATISANA,UD,
08/01/97,SAN VITO AL TAGLIAMENTO,PN,
05/01/97,LATISANA,UD,
05/01/97,PORTOGRUARO,VE,
14/01/97,LATISANA,UD,
14/01/97,LATISANA,UD,
20/01/97,LATISANA,UD,
15/01/97,LATISANA,UD,
24/01/97,LATISANA,UD,
27/01/97,LATISANA,UD,
31/01/97,LATISANA,UD,
07/10/96,SVIZZERA,,SVIZZERA
03/02/97,LATISANA,UD,
27/01/97,SAN VITO AL TAGLIAMENTO,PN,
30/01/97,LATISANA,UD,
06/02/97,LATISANA,UD,
23/09/16,ALBAVILLA,CO,
04/01/97,LATISANA,UD,
31/01/97,BOSCO MARENGO,AL,
11/02/97,LATISANA,UD,
11/02/97,LATISANA,UD,
20/02/97,CONCORDIA SAGITTARIA,VE,
20/11/18,UNGHERIA,,UNGHERIA
27/02/97,UDINE,UD,
17/02/97,CARONNO VARESINO,VA,
07/03/97,LIGNANO SABBIADORO,UD,
15/03/97,LATISANA,UD,
23/03/97,LATISANA,UD,
15/02/97,LATISANA,UD,
15/02/97,LATISANA,UD,
15/02/97,LATISANA,UD,
30/03/97,LATISANA,UD,
15/02/97,LATISANA,UD,
31/03/97,LATISANA,UD,
05/04/97,LATISANA,UD,
07/04/97,LATISANA,UD,
09/04/97,PORTOGRUARO,VE,
09/01/97,CASORIA,NA,
26/10/98,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
24/03/97,SAN STINO DI LIVENZA,VE,
28/08/20,RONCHIS,UD,
29/04/97,LATISANA,UD,
21/04/97,LATISANA,UD,
30/04/97,LATISANA,UD,
23/04/97,LATISANA,UD,
